Column1,Block,NR/2025/29796/C,GNARE/NR/2024/12/20/3668,NR/2025/27356/A/83088,NR/2025/28774/A/82619,GNA/NR/2025/06/01/7782,NR/30092023/26122029/SH-06,GNA/NR/2025/06/01/4973,GNA/NR/2025/06/16/8791,GNA/NR/2025/06/16/6051,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/06/20/3628,GNA/NR/2025/06/01/9719,GNA/NR/2025/06/01/2569,GNA/NR/2025/06/01/7786,GNA/NR/2025/06/01/7663,GNA/NR/2025/06/01/9257,NR/30092023/31122025/SH-07,GNA/NR/2025/06/01/4444,GNA/NR/2025/06/01/5280,NR/2025/29718/C,NR/2025/29657/C,NR/2025/29786/C,GNA/NR/2025/06/01/2868,NR/2025/29795/C,NR/2025/29792/C,NR/2025/29777/C,NR/2025/29793/C,NR/2025/29778/C,NR/2025/29794/C,NR/2025/29719/C,NR/2025/29790/C,GNA/NR/2025/06/01/7762,NR/2025/29791/C,NR/2025/29663/C,NR/2025/29763/C,NR/2025/29683/C,NR/2025/29720/C,NR/2025/29724/C,NR/2025/28719/A/82727,NR/2025/27500/A/82626,NR/2025/27100/A/82768,NR/2025/26565/A/83098,NR/2025/26860/A/83145,NR/2025/29779/C,NR/2025/26889/A/83197,NR/2025/29451/A/83086,NR/2025/27727/A/83137,NR/2025/27187/A/83150,NR/2025/27506/A/82624,NR/2025/26562/A/83097,NR/2025/27281/A/83285,NR/2025/27185/A/83152,NR/2025/27168/A/83183,NR/2025/27157/A/82765,NR/2025/26777/A/82762,NR/2025/27176/A/83154,NR/2025/27725/A/83144,NR/2025/26785/A/82628,NR/2025/26445/A/83209,NR/2025/26566/A/83099,NR/2025/26861/A/83191,NR/2025/27728/A/83141,NR/2025/26085/A/82574,NR/2025/27726/A/83143,NR/2025/26572/A/83106,NR/2025/27782/A/83136,NR/2025/27088/A/83205,NR/2025/26571/A/83101,NR/2025/26975/A/83158,NR/2025/27499/A/83196,NR/2025/27167/A/83180,NR/2025/29814/C,NR/2025/27242/A/82834,NR/2025/26952/A/82656,Total
86,21:15-21:30,0,0,0,0,11.91,29,48.32,0,0,16.92,20.85,24.16,62.82,48.32,48.32,24.16,25.55,0,11.92,0,0,0,15.49,0,0,0,0,28.03,0,0,0,24.16,0,0,0,0,0,0,12.56,7.73,25.2,0,106.3,164.53,5.8,96.64,43.92,19.33,1.93,144.96,24.88,19.33,24.16,217.44,193.28,106.3,14.64,0,96.64,144.96,193.28,37.34,0.92,43.92,144.96,7.73,192.66,0,27.06,8.7,24.16,0.97,48.32,0,2640.48

87,21:30-21:45,0,0,0,0,11.91,29,48.32,0,0,16.92,20.85,24.16,62.82,48.32,48.32,24.16,29,0,11.92,0,0,0,15.49,0,0,0,0,28.03,0,0,0,24.16,0,0,0,0,0,0,12.56,7.73,25.2,0,106.3,164.53,5.8,96.64,43.92,19.33,1.93,144.96,24.88,19.33,24.16,217.44,193.28,106.3,14.64,0,96.64,144.96,193.28,37.34,0.92,43.92,144.96,7.73,192.66,0,27.06,8.7,24.16,0.97,48.32,0,2643.9300000000003

88,21:45-22:00,0,0,0,0,11.91,29,48.32,0,0,16.92,20.85,24.16,62.82,48.32,48.32,24.16,29,0,11.92,0,0,0,15.49,0,0,0,0,28.03,0,0,0,24.16,0,0,0,0,0,0,12.56,7.73,25.2,0,106.3,164.53,5.8,96.64,43.92,19.33,1.93,144.96,24.88,19.33,24.16,217.44,193.28,106.3,14.64,0,96.64,144.96,193.28,37.34,0.92,43.92,144.96,7.73,192.66,0,27.06,8.7,24.16,0.97,48.32,0,2643.9300000000003

89,22:00-22:15,0,0,0,0,11.91,29,48.32,0,0,16.92,20.85,24.16,62.82,48.32,48.32,24.16,29,0,11.92,0,0,0,23.19,0,0,0,0,28.03,0,0,0,24.16,0,0,0,0,0,0,11.6,7.73,25.2,0,106.3,164.53,5.8,96.64,43.92,19.33,1.93,144.96,24.88,19.33,24.16,217.44,193.28,106.3,14.64,0,96.64,144.96,193.28,37.34,0.82,43.92,144.96,7.73,192.66,0,27.06,8.7,24.16,1.93,48.32,0,2651.53

90,22:15-22:30,0,0,0,0,11.91,29,48.32,0,0,16.92,20.85,24.16,62.82,48.32,48.32,24.16,29,0,11.92,0,0,0,23.19,0,0,0,0,28.03,0,0,0,24.16,0,0,0,0,0,0,11.6,7.73,25.2,0,106.3,164.53,5.8,96.64,43.92,19.33,1.93,144.96,24.88,19.33,24.16,217.44,193.28,106.3,14.64,0,96.64,144.96,193.28,37.34,0.82,43.92,144.96,7.73,192.66,0,27.06,8.7,24.16,1.93,48.32,0,2651.53

91,22:30-22:45,0,0,0,0,11.91,29,48.32,0,0,16.92,20.85,24.16,62.82,48.32,48.32,24.16,29,0,11.92,0,0,0,23.19,0,0,0,0,28.03,0,0,0,24.16,0,0,0,0,0,0,11.6,7.73,25.2,0,106.3,164.53,5.8,96.64,43.92,19.33,1.93,144.96,24.88,19.33,24.16,217.44,193.28,106.3,14.64,0,96.64,144.96,193.28,37.34,0.82,43.92,144.96,7.73,192.66,0,27.06,8.7,24.16,1.93,48.32,0,2651.53

92,22:45-23:00,0,0,0,0,11.91,29,48.32,0,0,16.92,20.85,24.16,62.82,48.32,48.32,24.16,29,0,11.92,0,0,0,23.19,0,0,0,0,28.03,0,0,0,24.16,0,0,0,0,0,0,11.6,7.73,25.2,0,106.3,164.53,5.8,96.64,43.92,19.33,1.93,144.96,24.88,19.33,24.16,217.44,193.28,106.3,14.64,0,96.64,144.96,193.28,37.34,0.82,43.92,144.96,7.73,192.66,0,27.06,8.7,24.16,1.93,48.32,0,2651.53

93,23:00-23:15,0,0,0,0,11.91,29,48.32,0,0,16.92,20.85,24.16,62.82,48.32,48.32,24.16,29,0,11.92,0,0,0,23.19,0,0,0,0,28.03,0,0,0,24.16,0,0,0,0,0,0,10.63,7.73,25.2,0,106.3,164.53,5.8,96.64,43.92,19.33,1.93,144.96,24.88,19.33,24.16,217.44,193.28,106.3,14.64,0,96.64,144.96,193.28,37.34,0.77,43.92,144.96,7.73,192.66,0,27.06,8.7,24.16,2.9,48.32,0,2651.4800000000005

94,23:15-23:30,0,0,0,0,11.91,29,48.32,0,0,16.92,20.85,24.16,62.82,48.32,48.32,24.16,29,0,11.92,0,0,0,23.19,0,0,0,0,28.03,0,0,0,24.16,0,0,0,0,0,0,10.63,7.73,25.2,0,106.3,164.53,5.8,96.64,43.92,19.33,1.93,144.96,24.88,19.33,24.16,217.44,193.28,106.3,14.64,0,96.64,144.96,193.28,37.34,0.77,43.92,144.96,7.73,192.66,0,27.06,8.7,24.16,2.9,48.32,0,2651.4800000000005

95,23:30-23:45,0,0,0,0,11.91,29,48.32,0,0,16.92,20.85,24.16,62.82,48.32,48.32,24.16,29,0,11.92,0,0,0,23.19,0,0,0,0,28.03,0,0,0,24.16,0,0,0,0,0,0,10.63,7.73,25.2,0,106.3,164.53,5.8,96.64,43.92,19.33,1.93,144.96,24.88,19.33,24.16,217.44,193.28,106.3,14.64,0,96.64,144.96,193.28,37.34,0.77,43.92,144.96,7.73,192.66,0,27.06,8.7,24.16,2.9,48.32,0,2651.4800000000005

96,23:45-24:00,0,0,0,0,12.18,29,48.32,0,0,16.92,20.85,24.16,62.82,48.32,48.32,24.16,29,0,11.92,0,0,0,23.19,0,0,0,0,28.03,0,0,0,24.16,0,0,0,0,0,0,10.63,7.73,25.2,0,106.3,164.53,5.8,96.64,43.92,19.33,1.93,144.96,24.88,19.33,24.16,217.44,193.28,106.3,14.64,0,96.64,144.96,193.28,37.34,0.77,43.92,144.96,7.73,192.66,0,27.06,8.7,24.16,2.9,48.32,0,2651.7500000000005

