Column1,Block,GNARE/NR/2024/12/20/3668,NR/2025/28774/A/84363,NR/2025/27356/A/84567,NR/2025/26889/A/84846,NR/2025/26785/A/84369,NR/2025/27726/A/84884,NR/2025/26085/A/84346,NR/2025/27168/A/84837,NR/2025/30428/C,NR/2025/27499/A/84845,NR/2025/29816/A/84481,NR/2025/30382/C,NR/2025/27242/A/84864,NR/2025/27176/A/84890,NR/2025/27088/A/84920,NR/2025/30384/C,NR/2025/26445/A/84924,NR/2025/26861/A/84861,NR/2025/27728/A/84883,NR/2025/27187/A/84888,NR/2025/26952/A/84451,NR/2025/27185/A/84889,NR/2025/26562/A/84819,NR/2025/28719/A/84482,NR/2025/27500/A/84368,NR/2025/27281/A/84925,NR/2025/30370/C,NR/2025/26975/A/84891,NR/2025/27157/A/84490,NR/2025/30246/C,NR/2025/30367/C,NR/2025/27100/A/84503,NR/2025/30368/C,NR/2025/27782/A/84881,NR/2025/29451/A/84566,NR/2025/26860/A/84816,NR/2025/26566/A/84821,NR/2025/27727/A/84882,NR/2025/27506/A/84367,NR/2025/30383/C,NR/2025/26572/A/84823,NR/2025/26571/A/84822,NR/2025/27725/A/84885,NR/2025/26777/A/84491,NR/2025/30319/C,NR/2025/30245/C,NR/2025/30320/C,NR/2025/26565/A/84820,NR/2025/30324/C,NR/2025/30240/C,NR/2025/30380/C,NR/2025/30224/C,NR/2025/27167/A/84836,NR/2025/30267/C,NR/2025/30381/C,NR/2025/30307/C,NR/2025/30356/C,NR/2025/30252/C,NR/2025/30368/C/Alternate/1,GNA/NR/2025/06/16/8791,GNA/NR/2025/06/01/9257,GNA/NR/2025/06/01/7786,GNA/NR/2025/06/01/7782,GNA/NR/2025/06/01/4444,GNA/NR/2025/06/20/3628,GNA/NR/2025/06/01/2569,GNA/NR/2025/06/01/9719,GNA/NR/2025/06/01/7663,NR/30092023/31122025/SH-07,NR/30092023/26122029/SH-06,GNA/NR/2025/06/01/7762,GNA/NR/2025/06/16/6051,GNA/NR/2025/06/01/4973,GNA/NR/2025/06/01/2868,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/06/01/5280,Total
84,20:45-21:00,0,0,0,5.78,0,43.75,0.91,20.45,0,8.66,0,0,40.91,76.63,163.62,0,96.25,163.62,37.19,19.25,0,19.25,144.38,13.48,7.7,24.78,0,26.95,216.61,0,27.91,25.1,0,7.7,96.25,89.99,144.38,43.75,1.92,0,144.38,0,14.58,163.62,0,0,0,0,0,0,0,0,20.45,0,0,0,0,0,163.87,0,20.45,40.91,11.86,0,20.76,53.18,20.45,40.91,29,29,20.45,0,21.56,0,16.85,11.67,2411.1199999999994

85,21:00-21:15,0,0,0,5.78,0,43.75,0.91,20.45,0,8.66,0.96,0,40.91,105.88,163.62,0,96.25,163.62,37.19,19.25,0,19.25,144.38,12.51,7.7,24.78,0,26.95,216.61,0,27.91,25.1,163.87,7.7,96.25,89.99,144.38,43.75,1.92,0,144.38,0,14.58,163.62,0,0,0,0,0,0,0,0,20.45,0,0,0,0,0,0,0,20.45,40.91,11.86,0,20.76,53.18,20.45,40.91,29,25.55,20.45,0,21.56,0,16.85,11.67,2436.9099999999994

86,21:15-21:30,0,0,0,5.78,0,43.75,0.91,20.45,0,8.66,0.96,0,40.91,105.88,163.62,0,96.25,163.62,37.19,19.25,0,19.25,144.38,12.51,7.7,24.78,0,26.95,216.61,0,27.91,25.1,163.87,7.7,96.25,89.99,144.38,43.75,1.92,0,144.38,0,14.58,163.62,0,0,0,0,0,0,0,0,20.45,0,0,0,0,0,0,0,20.45,40.91,11.86,0,20.76,53.18,20.45,40.91,29,25.55,20.45,0,21.56,0,16.85,11.67,2436.9099999999994

87,21:30-21:45,0,0,0,5.78,0,43.75,0.91,20.45,0,8.66,0.96,0,40.91,105.88,163.62,0,96.25,163.62,37.19,19.25,0,19.25,144.38,12.51,7.7,24.78,0,26.95,216.61,0,27.91,25.1,163.87,7.7,96.25,89.99,144.38,43.75,1.92,0,144.38,0,14.58,163.62,0,0,0,0,0,0,0,0,20.45,0,0,0,0,0,0,0,20.45,40.91,11.86,0,20.76,53.18,20.45,40.91,29,25.55,20.45,0,21.56,0,16.85,11.67,2436.9099999999994

88,21:45-22:00,0,0,0,5.78,0,43.75,0.91,20.45,0,8.66,0.96,0,40.91,105.88,163.62,0,96.25,163.62,37.19,19.25,0,19.25,144.38,12.51,7.7,24.78,0,26.95,216.61,0,27.91,25.1,163.87,7.7,96.25,89.99,144.38,43.75,1.92,0,144.38,0,14.58,163.62,0,0,0,0,0,0,0,0,20.45,0,0,0,0,0,0,0,20.45,40.91,11.86,0,20.76,53.18,20.45,40.91,29,25.55,20.45,0,21.56,0,16.85,11.67,2436.9099999999994

89,22:00-22:15,0,0,0,5.78,0,43.75,0.82,20.45,0,8.66,1.92,0,40.91,105.88,163.62,0,96.25,163.62,37.19,19.25,0,19.25,144.38,11.55,7.7,24.78,0,26.95,216.61,0,27.91,25.1,163.87,7.7,96.25,89.99,144.38,43.75,1.92,0,144.38,0,14.58,163.62,0,0,0,0,0,0,0,0,20.45,0,0,0,0,0,0,0,20.45,40.91,11.86,0,20.76,53.18,20.45,40.91,29,25.55,20.45,0,21.56,0,16.85,11.67,2436.8199999999993

90,22:15-22:30,0,0,0,5.78,0,43.75,0.82,20.45,0,8.66,1.92,0,40.91,105.88,163.62,0,96.25,163.62,37.19,19.25,0,19.25,144.38,11.55,7.7,24.78,0,26.95,216.61,0,27.91,25.1,163.87,7.7,96.25,89.99,144.38,43.75,1.92,0,144.38,0,14.58,163.62,0,0,0,0,0,0,0,0,20.45,0,0,0,0,0,0,0,20.45,40.91,11.86,0,20.76,53.18,20.45,40.91,29,25.55,20.45,0,21.56,0,16.85,11.67,2436.8199999999993

91,22:30-22:45,0,0,0,5.78,0,43.75,0.82,20.45,0,8.66,1.92,0,40.91,105.88,163.62,0,96.25,163.62,37.19,19.25,0,19.25,144.38,11.55,7.7,24.78,0,26.95,216.61,0,27.91,25.1,163.87,7.7,96.25,89.99,144.38,43.75,1.92,0,144.38,0,14.58,163.62,0,0,0,0,0,0,0,0,20.45,0,0,0,0,0,0,0,20.45,40.91,11.86,0,20.76,53.18,20.45,40.91,29,25.55,20.45,0,21.56,0,16.85,11.67,2436.8199999999993

92,22:45-23:00,0,0,0,5.78,0,43.75,0.82,20.45,0,8.66,1.92,0,40.91,105.88,163.62,0,96.25,163.62,37.19,19.25,0,19.25,144.38,11.55,7.7,24.78,0,26.95,216.61,0,27.91,25.1,163.87,7.7,96.25,89.99,144.38,43.75,1.92,0,144.38,0,14.58,163.62,0,0,0,0,0,0,0,0,20.45,0,0,0,0,0,0,0,20.45,40.91,11.86,0,20.76,53.18,20.45,40.91,29,25.55,20.45,0,21.56,0,16.85,11.67,2436.8199999999993

93,23:00-23:15,0,0,0,5.78,0,43.75,0.77,20.45,0,8.66,2.89,0,40.91,105.88,163.62,0,96.25,163.62,37.19,19.25,0,19.25,144.38,10.59,7.7,24.78,0,26.95,216.61,0,27.91,25.1,152.87,7.7,96.25,89.99,144.38,43.75,1.92,0,144.38,0,14.58,163.62,0,0,0,0,0,0,0,0,20.45,0,0,0,0,0,10.99,0,20.45,40.91,11.86,0,20.76,53.18,20.45,40.91,29,25.55,20.45,0,21.56,0,16.85,11.61,2436.7099999999996

94,23:15-23:30,0,0,0,5.78,0,43.75,0.77,20.45,0,8.66,2.89,0,40.91,105.88,163.62,0,96.25,163.62,37.19,19.25,0,19.25,144.38,10.59,7.7,24.78,0,26.95,216.61,0,27.91,25.1,152.77,7.7,96.25,89.99,144.38,43.75,1.92,0,144.38,0,14.58,163.62,0,0,0,0,0,0,0,0,20.45,0,0,0,0,0,11.1,0,20.45,40.91,11.86,0,20.76,53.18,20.45,40.91,29,25.55,20.45,0,21.56,0,16.85,11.61,2436.7199999999993

95,23:30-23:45,0,0,0,5.78,0,43.75,0.77,20.45,0,8.66,2.89,0,40.91,105.88,163.62,0,96.25,163.62,37.19,19.25,0,19.25,144.38,10.59,7.7,24.78,0,26.95,216.61,0,27.91,25.1,163.87,7.7,96.25,89.99,144.38,43.75,1.92,0,144.38,0,14.58,163.62,0,0,0,0,0,0,0,0,20.45,0,0,0,0,0,0,0,20.45,40.91,11.86,0,20.76,53.18,20.45,40.91,29,25.55,20.45,0,21.56,0,16.85,11.61,2436.72

96,23:45-24:00,0,0,0,5.78,0,43.75,0.77,20.45,0,8.66,2.89,0,40.91,105.88,163.62,0,96.25,163.62,37.19,19.25,0,19.25,144.38,10.59,7.7,24.78,0,26.95,216.61,0,27.91,25.1,163.87,7.7,96.25,89.99,144.38,43.75,1.92,0,144.38,0,14.58,163.62,0,0,0,0,0,0,0,0,20.45,0,0,0,0,0,0,0,20.45,40.91,12.13,0,20.76,53.18,20.45,40.91,29,25.55,20.45,0,21.56,0,16.85,11.61,2436.99

