Column1,Block,NR/2025/31137/A/91340,NR/2025/31136/A/91328,NR/2025/29985/A/90989,NR/2025/31137/A/91339,NR/2025/31347/A/90869,GNARE/NR/2024/12/20/3668,NR/2025/31138/A/91341,NR/2025/31136/A/91330,NR/2025/31138/A/91342,NR/2025/32157/C,NR/2025/29352/A/91057,NR/2025/30082/A/91394,NR/2025/30086/A/91384,NR/2025/29992/A/90945,NR/2025/30121/A/90872,NR/2025/29915/A/90891,NR/2025/29167/A/90892,NR/2025/27975/A/91332,NR/2025/27973/A/91331,NR/2025/32148/C/Alternate/1,NR/2025/29439/A/90947,NR/2025/32149/C,NR/2025/32128/C,NR/2025/32150/C,NR/2025/27965/A/91327,NR/2025/27966/A/91329,NR/2025/29628/A/91395,NR/2025/32114/C,NR/2025/30067/A/91368,NR/2025/32172/C,NR/2025/32115/C,NR/2025/29353/A/91055,NR/2025/31870/A/90950,NR/2025/29440/A/90829,NR/2025/30084/A/91385,NR/2025/29910/A/91389,NR/2025/31419/A/91046,NR/2025/31420/A/91045,NR/2025/32171/C,NR/2025/32161/C,NR/2025/32162/C,NR/2025/32168/C,NR/2025/32169/C,NR/2025/30217/A/91382,NR/2025/32074/C,NR/2025/27978/A/91412,GNARE/SR/2025/07/24/1197,NR/2025/30083/A/91386,NR/2025/32062/C,NR/2025/31780/A/90987,NR/2025/32099/C,GNA/NR/2025/07/23/7329,GNA/NR/2025/07/01/8139,NR/30092023/26122029/SH-06,GNA/NR/2025/07/01/3109,GNA/NR/2025/07/01/1192,GNA/NR/2025/07/16/5917,GNA/NR/2025/07/01/2997,GNA/NR/2025/07/16/7255,NR/2025/32109/C,NR/2025/28728/A/91337,GNA/NR/2025/07/24/8741,NR/2025/30105/A/91383,GNA/NR/2025/07/01/2786,NR/2025/32059/C,NR/2025/30191/A/90870,GNA/NR/2025/07/01/8154,NR/2025/32148/C,NR/2025/30101/A/91408,NR/2025/32170/C,NR/2025/32151/C,NR/30092023/31122025/SH-07,NR/01082024/19092033/Chanju/TPDDL/01082024,Total
92,22:45-23:00,0,0,0,0,0,0,0,0,0,0,28.59,48.06,37.14,44.21,6.73,0,54.06,96.11,0,13.73,25.07,0,0,0,0,96.11,105.72,0,0,0,0,81.69,12.49,0.91,43.68,19.22,0,0,0,0,0,0,0,7.69,0,96.11,70,14.56,0,134.55,0,134.79,0,29.5,0,0,40.62,0,163.39,0,40.62,144.16,29.12,43.68,0,48.06,20.73,178.49,31.18,0,0,29.5,18.03,1988.3

93,23:00-23:15,0,0,0,0,0,0,0,0,0,0,28.59,48.06,37.14,44.21,6.73,0,54.06,96.11,0,0,25.07,29.79,0,0,0,96.11,105.72,0,0,0,0,81.69,12.49,0.91,43.68,19.22,0,0,0,0,0,0,0,7.69,0,96.11,70,14.56,0,134.55,0,134.79,0,29.5,0,0,40.62,0,163.39,0,40.62,144.16,29.12,43.68,0,48.06,20.73,161.99,31.18,0,0,29.5,17.75,1987.58

94,23:15-23:30,0,0,0,0,0,0,0,0,0,0,28.59,48.06,37.14,44.21,6.73,0,54.06,96.11,0,0,25.07,29.79,0,0,0,96.11,105.72,0,0,0,0,81.69,12.49,0.91,43.68,19.22,0,0,0,0,0,0,0,7.69,0,96.11,70,14.56,0,134.55,0,134.79,0,29.5,0,0,40.62,0,163.39,0,40.62,144.16,29.12,43.68,0,48.06,20.73,161.99,31.18,0,0,29.5,17.75,1987.58

95,23:30-23:45,0,0,0,0,0,0,0,0,0,0,28.59,48.06,37.14,44.21,6.73,0,54.06,96.11,0,0,25.07,29.79,0,0,0,96.11,105.72,0,0,0,0,81.69,12.49,0.91,43.68,19.22,0,0,0,0,0,0,0,7.69,0,96.11,70,14.56,0,134.55,0,134.79,0,29.5,0,0,40.62,0,163.39,0,40.62,144.16,12.68,43.68,0,20.91,20.73,70.51,31.18,0,0,29.5,17.75,1852.5100000000002

96,23:45-24:00,0,0,0,0,0,0,0,0,0,0,28.59,48.06,37.14,44.21,6.73,0,54.06,96.11,0,0,25.07,29.79,0,0,0,96.11,105.72,0,0,0,0,81.69,12.49,0.91,43.68,19.22,0,0,0,0,0,0,0,7.69,0,96.11,70,14.56,0,134.55,0,134.79,0,29.5,0,0,40.62,0,163.39,0,40.62,144.16,12.9,43.68,0,21.29,20.73,71.75,31.18,0,0,29.5,17.75,1854.3500000000001

