Time,Block,NR/2024/21485/A/27773,NR/2024/21159/A/27479,NR/2024/21173/A/27486,NR/2024/21142/A/27434,NR/2024/21199/A/27456,NR/01072024/31072024/Chanju/TPDDL/Jul01072024,NR/01072024/31072024/NDMC/D-55/EE(POWER)2024,NR/2024/21158/A/27478,NR/01072024/31072024/APPCPL/180/F25/TGNA/3250,NR/01072024/31072024/IIPL/JPL(TM)-BRPL/BRPLT-169/24-25/02,NR/05072024/31072024/1000011449-JITPL-BRPL(DISCOM),NR/2024/20711/A/27774,NR/01102023/23072042/L_NR_2012_04,NR/2024/21096/A/27741,NR/2024/21072/A/27725,NR/2024/21622/C,NR/2024/21186/A/27734,NR/2024/21659/C,NR/16072024/31072024/NR/16072024/31072024/717758,NR/2024/21150/A/27472,NR/2024/20688/A/27488,NR/2024/21108/A/27738,NR/2024/21567/A/27722,NR/2024/21210/A/27433,NR/01072024/31072024/R2,NR/2024/20966/A/27426,NR/2024/21023/A/27458,NR/2024/21141/A/27435,NR/2024/21146/A/27474,NR/2024/21062/A/27693,NR/01072024/31072024/NDMC/D-54/EE(POWER)2024,NR/2024/20931/A/27659,NR/2024/21148/A/27473,NR/2024/21113/A/27723,NR/2024/21144/A/27516,NR/2024/19779/A/27407,NR/2024/21075/A/27671,NR/30092023/31122025/SH-07,NR/2024/21626/C,NR/2024/20573/A/27695,NR/2024/21103/A/27740,NR/2024/21339/A/27431,NR/2024/21076/A/27668,NR/2024/20574/A/27694,NR/18072024/18072024/IEX_240717_01569,NR/30092023/26122029/SH-06,NR/01072024/31072024/	NR/01072024/31072024/TataPower-DDL/PMG/MSEDCL/Banking/12112023,NR/01072024/31072024/IIPL/JPL(SH)-BRPL/BRPL T-249/24-25/1,NR/2024/21630/C,NR/2024/21653/C,NR/2024/21183/A/27669,NR/2024/21087/A/27487,NR/2024/21160/A/27475,NR/2024/21623/C,NR/2024/21089/A/27724,NR/2024/21632/C,NR/2024/21619/C,NR/2024/21625/C,NR/2024/21633/C,NR/2024/21629/C,NR/01102023/25122043/GNA_MEJA_DELHI,NR/2024/21099/A/27436,NR/2024/21227/A/27739,NR/2024/21152/A/27425,NR/2024/21156/A/27477,NR/2024/21153/A/27476,NR/2024/21238/A/27672,NR/2024/21496/A/27735,NR/2024/21500/A/27284,NR/01102023/02012046/L_NR_2021_17,NR/01102023/14082046/L_NR_2021_16,NR/2024/21618/C,Total
59,14:30-14:45,240.100000,0.870000,24.010000,48.020000,72.030000,10.810000,15.080000,0.670000,0.000000,0.000000,0.000000,96.040000,0.000000,24.010000,37.100000,48.020000,25.950000,0.000000,0.000000,0.870000,66.450000,23.930000,6.130000,48.020000,0.000000,4.800000,96.040000,0.000000,0.360000,24.010000,12.370000,48.020000,0.520000,37.100000,0.480000,0.960000,11.670000,22.970000,0.000000,0.000000,83.730000,96.040000,90.280000,0.000000,96.040000,22.970000,0.000000,0.000000,0.000000,0.000000,21.130000,24.010000,0.970000,0.000000,37.100000,0.000000,163.510000,48.020000,0.000000,96.040000,0.000000,24.010000,0.000000,1.920000,0.610000,1.580000,2.880000,0.000000,9.600000,0,0,2.29,1870.14

60,14:45-15:00,240.100000,0.870000,24.010000,48.020000,72.030000,10.810000,15.080000,0.670000,0.000000,0.000000,0.000000,96.040000,0.000000,24.010000,37.100000,48.020000,25.950000,0.000000,0.000000,0.870000,66.450000,23.930000,6.130000,48.020000,0.000000,4.800000,96.040000,0.000000,0.360000,24.010000,12.370000,48.020000,0.520000,37.100000,0.480000,0.960000,11.670000,16.670000,0.000000,0.000000,83.730000,96.040000,90.280000,0.000000,96.040000,16.670000,0.000000,0.000000,0.000000,0.000000,21.130000,24.010000,0.970000,0.000000,37.100000,0.000000,163.510000,48.020000,0.000000,96.040000,0.000000,24.010000,0.000000,1.920000,0.610000,1.580000,2.880000,0.000000,9.600000,0,0,4.11,1859.36

61,15:00-15:15,240.100000,0.870000,24.010000,48.020000,72.030000,10.810000,15.080000,0.670000,0.000000,0.000000,0.000000,96.040000,0.000000,24.010000,37.100000,48.020000,25.950000,0.000000,0.000000,0.870000,66.450000,23.930000,6.130000,48.020000,0.000000,4.800000,96.040000,0.000000,0.360000,24.010000,12.370000,48.020000,0.520000,37.100000,0.480000,0.960000,11.670000,16.670000,0.000000,0.000000,83.730000,96.040000,90.280000,0.000000,96.040000,16.670000,0.000000,0.000000,0.000000,0.000000,21.130000,24.010000,0.970000,0.000000,37.100000,0.000000,163.510000,48.020000,0.000000,96.040000,0.000000,24.010000,0.000000,1.920000,0.610000,1.580000,2.880000,0.000000,10.560000,0,0,4.27,1860.48

62,15:15-15:30,240.100000,0.870000,24.010000,48.020000,72.030000,10.810000,15.080000,0.670000,0.000000,0.000000,0.000000,96.040000,0.000000,24.010000,37.100000,48.020000,25.950000,0.000000,0.000000,0.870000,66.450000,23.930000,6.130000,48.020000,0.000000,4.800000,96.040000,0.000000,0.360000,24.010000,12.370000,48.020000,0.520000,37.100000,0.480000,0.960000,11.670000,16.670000,0.000000,0.000000,83.730000,96.040000,90.280000,0.000000,96.040000,16.670000,0.000000,0.000000,0.000000,0.000000,21.130000,24.010000,0.970000,0.000000,37.100000,0.000000,163.510000,48.020000,0.000000,96.040000,0.000000,24.010000,0.000000,1.920000,0.610000,1.580000,2.880000,0.000000,10.560000,0,0,7.06,1863.27

63,15:30-15:45,240.100000,0.870000,24.010000,48.020000,72.030000,10.810000,15.080000,0.670000,0.000000,0.000000,0.000000,96.040000,0.000000,24.010000,37.100000,48.020000,25.950000,0.000000,0.000000,0.870000,66.450000,23.930000,6.130000,48.020000,0.000000,4.800000,96.040000,0.000000,0.360000,24.010000,12.370000,48.020000,0.520000,37.100000,0.480000,0.960000,11.670000,16.670000,0.000000,0.000000,83.730000,96.040000,90.280000,0.000000,96.040000,16.670000,0.000000,0.000000,0.000000,1.920000,21.130000,24.010000,0.970000,0.000000,37.100000,0.000000,163.510000,48.020000,0.000000,96.040000,0.000000,24.010000,0.000000,1.920000,0.610000,1.580000,2.880000,0.000000,10.560000,0,0,5.91,1864.04

64,15:45-16:00,240.100000,0.870000,24.010000,48.020000,72.030000,10.810000,15.080000,0.670000,0.000000,0.000000,0.000000,96.040000,0.000000,24.010000,37.100000,48.020000,25.950000,0.000000,0.000000,0.870000,66.450000,23.930000,6.130000,48.020000,0.000000,4.800000,96.040000,0.000000,0.360000,24.010000,12.370000,48.020000,0.520000,37.100000,0.480000,0.960000,11.670000,16.670000,0.000000,0.000000,83.730000,96.040000,90.280000,0.000000,96.040000,16.670000,0.000000,0.000000,0.000000,1.920000,21.130000,24.010000,0.970000,0.000000,37.100000,0.000000,163.510000,48.020000,0.000000,96.040000,0.000000,24.010000,0.000000,1.920000,0.610000,1.580000,2.880000,0.000000,10.560000,0,0,5.26,1863.39

65,16:00-16:15,240.100000,0.870000,24.010000,48.020000,72.030000,10.810000,15.080000,0.670000,0.000000,0.000000,0.000000,96.040000,0.000000,24.010000,37.100000,48.020000,25.950000,0.000000,0.000000,0.870000,66.450000,23.930000,6.130000,48.020000,0.000000,4.800000,96.040000,0.000000,0.360000,24.010000,12.370000,48.020000,0.520000,37.100000,0.480000,0.820000,11.670000,16.670000,0.000000,0.000000,83.730000,96.040000,90.280000,0.000000,96.040000,16.670000,0.000000,0.000000,0.000000,1.920000,21.130000,24.010000,0.970000,0.000000,37.100000,0.000000,163.510000,48.020000,0.000000,96.040000,0.000000,24.010000,0.000000,1.920000,0.610000,1.580000,2.880000,0.000000,10.560000,0,0,3.97,1861.96

66,16:15-16:30,240.100000,0.870000,24.010000,48.020000,72.030000,10.810000,15.080000,0.670000,0.000000,0.000000,0.000000,96.040000,0.000000,24.010000,37.100000,48.020000,25.950000,0.000000,0.000000,0.870000,66.450000,23.930000,6.130000,48.020000,0.000000,4.800000,96.040000,0.000000,0.360000,24.010000,12.370000,48.020000,0.520000,37.100000,0.480000,0.820000,11.670000,16.670000,0.000000,0.000000,83.730000,96.040000,90.280000,0.000000,96.040000,16.670000,0.000000,0.000000,0.000000,1.920000,21.130000,24.010000,0.970000,0.000000,37.100000,0.000000,163.510000,48.020000,0.000000,96.040000,0.000000,24.010000,0.000000,1.920000,0.610000,1.580000,2.880000,0.000000,10.560000,0,0,2.12,1860.11

67,16:30-16:45,240.100000,0.870000,24.010000,48.020000,72.030000,14.030000,15.080000,0.670000,0.000000,0.000000,0.000000,96.040000,0.000000,24.010000,37.100000,48.020000,25.950000,0.000000,0.000000,0.870000,66.450000,23.930000,6.130000,48.020000,0.000000,4.800000,96.040000,0.000000,0.360000,24.010000,12.370000,48.020000,0.520000,37.100000,0.480000,0.820000,11.670000,16.670000,0.000000,0.000000,83.730000,96.040000,90.280000,0.000000,96.040000,16.670000,0.000000,0.000000,0.000000,1.920000,21.130000,24.010000,0.970000,0.000000,37.100000,0.000000,163.510000,48.020000,0.000000,96.040000,0.000000,24.010000,0.000000,1.920000,0.610000,1.580000,2.880000,0.000000,10.560000,0,0,1.79,1863

68,16:45-17:00,240.100000,0.870000,24.010000,48.020000,72.030000,14.030000,15.080000,0.670000,0.000000,0.000000,0.000000,96.040000,0.000000,24.010000,37.100000,48.020000,25.950000,0.000000,0.000000,0.870000,66.450000,23.930000,6.130000,48.020000,0.000000,4.800000,96.040000,0.000000,0.360000,24.010000,12.370000,48.020000,0.520000,37.100000,0.480000,0.820000,11.670000,16.670000,0.000000,0.000000,83.730000,96.040000,90.280000,0.000000,96.040000,16.670000,0.000000,0.000000,0.000000,1.920000,21.130000,24.010000,0.970000,0.000000,37.100000,0.000000,163.510000,48.020000,0.000000,96.040000,0.000000,24.010000,0.000000,1.920000,0.610000,1.580000,2.880000,0.000000,10.560000,0,0,2.7,1863.91

69,17:00-17:15,240.100000,0.870000,24.010000,48.020000,72.030000,14.030000,15.080000,0.670000,0.000000,0.000000,0.000000,96.040000,0.000000,24.010000,37.100000,48.020000,25.950000,0.000000,0.000000,0.870000,66.450000,23.930000,6.130000,48.020000,0.000000,4.800000,96.040000,0.000000,0.360000,24.010000,12.370000,48.020000,0.520000,37.100000,0.480000,0.820000,11.670000,14.670000,0.000000,0.000000,83.730000,96.040000,90.280000,0.000000,96.040000,14.670000,0.000000,0.000000,0.000000,1.920000,21.130000,24.010000,0.970000,0.000000,37.100000,0.000000,163.510000,48.020000,0.000000,96.040000,0.000000,24.010000,0.000000,1.920000,0.610000,1.580000,2.880000,0.000000,10.560000,0,0,2.91,1860.12

70,17:15-17:30,240.100000,0.870000,24.010000,48.020000,72.030000,14.030000,15.080000,0.670000,0.000000,0.000000,0.000000,96.040000,0.000000,24.010000,37.100000,48.020000,25.950000,0.000000,0.000000,0.870000,66.450000,23.930000,6.130000,48.020000,0.000000,4.800000,96.040000,0.000000,0.360000,24.010000,12.370000,48.020000,0.520000,37.100000,0.480000,0.820000,11.670000,14.670000,0.000000,0.000000,83.730000,96.040000,90.280000,0.000000,96.040000,14.670000,0.000000,0.000000,0.000000,1.920000,21.130000,24.010000,0.970000,0.000000,37.100000,0.000000,163.510000,48.020000,0.000000,96.040000,0.000000,24.010000,0.000000,1.920000,0.610000,1.580000,2.880000,0.390000,10.560000,0,0,2.41,1860.01

71,17:30-17:45,240.100000,0.870000,24.010000,48.020000,72.030000,14.030000,15.080000,0.670000,0.000000,0.000000,0.000000,96.040000,0.000000,24.010000,37.100000,48.020000,25.950000,0.000000,0.000000,0.870000,66.450000,23.930000,6.130000,48.020000,0.000000,4.800000,96.040000,0.000000,0.360000,24.010000,12.370000,48.020000,0.520000,37.100000,0.480000,0.820000,11.670000,14.670000,0.000000,0.000000,83.730000,96.040000,90.280000,0.000000,96.040000,14.670000,0.000000,0.000000,0.000000,1.920000,21.130000,24.010000,0.970000,0.000000,37.100000,0.000000,163.510000,48.020000,0.000000,96.040000,0.000000,24.010000,0.000000,1.920000,0.610000,1.580000,2.880000,121.000000,10.560000,0,0,1.71,1979.92

72,17:45-18:00,240.100000,0.870000,24.010000,48.020000,72.030000,14.030000,15.080000,0.670000,0.000000,0.000000,0.000000,96.040000,0.000000,24.010000,37.100000,48.020000,25.950000,0.000000,0.000000,0.870000,66.450000,23.930000,6.130000,48.020000,0.000000,4.800000,96.040000,0.000000,0.360000,24.010000,12.370000,48.020000,0.520000,37.100000,0.480000,0.820000,11.670000,14.670000,0.000000,0.000000,83.730000,96.040000,90.280000,0.000000,96.040000,14.670000,0.000000,0.000000,0.000000,1.920000,21.130000,24.010000,0.970000,0.000000,37.100000,0.000000,163.510000,48.020000,0.000000,96.040000,0.000000,24.010000,0.000000,1.920000,0.610000,1.580000,2.880000,121.000000,10.560000,0,0,1.01,1979.22

73,18:00-18:15,240.100000,0.870000,24.010000,48.020000,0.000000,14.480000,15.080000,0.670000,0.000000,96.040000,96.040000,96.040000,0.000000,24.010000,37.100000,48.020000,25.950000,0.000000,48.020000,0.870000,66.450000,23.930000,6.130000,48.020000,24.010000,4.800000,0.000000,47.500000,0.360000,0.000000,12.370000,0.000000,0.520000,37.100000,0.480000,0.820000,0.000000,14.670000,0.000000,0.000000,83.730000,0.000000,90.280000,0.000000,96.040000,14.670000,0.000000,72.030000,0.000000,0.960000,21.130000,24.010000,0.970000,0.000000,37.100000,0.000000,163.510000,48.020000,0.000000,96.040000,0.000000,24.010000,0.000000,1.920000,0.610000,1.580000,2.880000,4.900000,10.560000,0,0,0.48,1897.91

74,18:15-18:30,240.100000,0.870000,24.010000,48.020000,0.000000,14.480000,15.080000,0.670000,0.000000,96.040000,96.040000,96.040000,0.000000,24.010000,37.100000,48.020000,25.950000,0.000000,48.020000,0.870000,66.450000,23.930000,6.130000,48.020000,24.010000,4.800000,0.000000,47.500000,0.360000,0.000000,12.370000,0.000000,0.520000,37.100000,0.480000,0.820000,0.000000,14.670000,0.000000,0.000000,83.730000,0.000000,90.280000,0.000000,96.040000,14.670000,0.000000,72.030000,0.000000,0.960000,21.130000,24.010000,0.970000,0.000000,37.100000,0.000000,163.510000,48.020000,0.000000,96.040000,0.000000,24.010000,0.000000,1.920000,0.610000,1.580000,2.880000,2.910000,10.560000,0,0,0.26,1895.7

75,18:30-18:45,240.100000,0.870000,24.010000,48.020000,0.000000,14.480000,15.080000,0.670000,0.000000,96.040000,96.040000,96.040000,0.000000,43.220000,37.100000,48.020000,25.950000,0.000000,48.020000,0.870000,66.450000,23.930000,6.130000,48.020000,24.010000,4.800000,0.000000,47.500000,0.360000,0.000000,12.370000,0.000000,0.520000,37.100000,0.480000,0.820000,0.000000,14.670000,0.000000,0.000000,83.730000,0.000000,90.280000,0.000000,96.040000,14.670000,0.000000,72.030000,0.000000,0.960000,21.130000,24.010000,0.970000,0.000000,37.100000,0.000000,163.510000,48.020000,0.000000,96.040000,0.000000,24.010000,0.000000,1.920000,0.610000,1.580000,2.880000,1.240000,10.560000,0,0,0,1912.98

76,18:45-19:00,240.100000,0.870000,24.010000,48.020000,0.000000,14.480000,15.080000,0.670000,0.000000,96.040000,96.040000,96.040000,0.000000,43.220000,37.100000,48.020000,25.950000,0.000000,48.020000,0.870000,66.450000,23.930000,6.130000,48.020000,24.010000,4.800000,0.000000,47.500000,0.360000,0.000000,12.370000,0.000000,0.520000,37.100000,0.480000,0.820000,0.000000,14.670000,0.000000,0.000000,83.730000,0.000000,90.280000,0.000000,96.040000,14.670000,0.000000,72.030000,0.000000,0.960000,21.130000,24.010000,0.970000,0.000000,37.100000,0.000000,163.510000,48.020000,0.000000,96.040000,0.000000,24.010000,0.000000,1.920000,0.610000,1.580000,2.880000,1.240000,10.560000,0,0,0,1912.98

77,19:00-19:15,240.100000,0.870000,24.010000,48.020000,0.000000,14.480000,15.080000,0.670000,0.000000,96.040000,96.040000,96.040000,0.000000,43.220000,37.100000,48.020000,25.950000,0.000000,48.020000,0.870000,66.450000,23.930000,6.130000,48.020000,24.010000,4.800000,0.000000,47.500000,0.360000,0.000000,12.370000,0.000000,0.520000,37.100000,0.480000,0.820000,0.000000,32.000000,0.000000,0.000000,83.730000,0.000000,90.280000,0.000000,96.040000,32.000000,0.000000,72.030000,13.640000,0.960000,21.130000,24.010000,0.970000,0.000000,37.100000,0.000000,163.510000,48.020000,8.930000,96.040000,0.000000,24.010000,0.000000,1.920000,0.610000,1.580000,2.880000,15.840000,10.560000,0,0,0,1984.81

78,19:15-19:30,240.100000,0.870000,24.010000,48.020000,0.000000,14.480000,15.080000,0.670000,0.000000,96.040000,96.040000,96.040000,0.000000,43.220000,37.100000,48.020000,25.950000,0.000000,48.020000,0.870000,66.450000,23.930000,6.130000,48.020000,24.010000,4.800000,0.000000,47.500000,0.360000,0.000000,12.370000,0.000000,0.520000,37.100000,0.480000,0.820000,0.000000,32.000000,0.000000,0.000000,83.730000,0.000000,90.280000,0.000000,96.040000,32.000000,0.000000,72.030000,13.640000,0.960000,21.130000,24.010000,0.970000,0.000000,37.100000,0.000000,163.510000,48.020000,8.930000,96.040000,0.000000,24.010000,0.000000,1.920000,0.610000,1.580000,2.880000,15.290000,10.560000,0,0,0,1984.26

79,19:30-19:45,240.100000,0.870000,24.010000,48.020000,0.000000,14.480000,15.080000,0.670000,0.000000,96.040000,96.040000,96.040000,0.000000,43.220000,37.100000,48.020000,25.950000,0.000000,48.020000,0.870000,66.450000,23.930000,6.130000,48.020000,24.010000,4.800000,0.000000,47.500000,0.360000,0.000000,12.370000,0.000000,0.520000,37.100000,0.480000,0.820000,0.000000,32.000000,0.000000,0.000000,83.730000,0.000000,90.280000,0.000000,96.040000,32.000000,0.000000,72.030000,13.640000,0.960000,21.130000,24.010000,0.970000,0.000000,37.100000,0.000000,163.510000,48.020000,8.930000,96.040000,0.000000,24.010000,0.000000,1.920000,0.610000,1.580000,2.880000,16.030000,10.560000,0,0,0,1985

80,19:45-20:00,240.100000,0.870000,24.010000,48.020000,0.000000,14.480000,15.080000,0.670000,0.000000,96.040000,96.040000,96.040000,0.000000,43.220000,37.100000,48.020000,25.950000,0.000000,48.020000,0.870000,66.450000,23.930000,6.130000,48.020000,24.010000,4.800000,0.000000,47.500000,0.360000,0.000000,12.370000,0.000000,0.520000,37.100000,0.480000,0.820000,0.000000,32.000000,0.000000,0.000000,83.730000,0.000000,90.280000,0.000000,96.040000,32.000000,0.000000,72.030000,13.640000,0.960000,21.130000,24.010000,0.970000,0.000000,37.100000,0.000000,163.510000,48.020000,8.930000,96.040000,0.000000,24.010000,0.000000,1.920000,0.610000,1.580000,2.880000,15.930000,10.560000,0,0,0,1984.9

81,20:00-20:15,240.100000,0.870000,24.010000,48.020000,0.000000,14.480000,15.080000,0.670000,0.000000,96.040000,96.040000,96.040000,0.000000,43.220000,37.100000,48.020000,25.950000,0.000000,48.020000,0.870000,66.450000,23.930000,6.130000,48.020000,24.010000,4.800000,0.000000,47.500000,0.360000,0.000000,12.370000,0.000000,0.520000,37.100000,0.480000,0.860000,0.000000,32.000000,33.610000,0.000000,83.730000,0.000000,90.280000,0.000000,96.040000,32.000000,0.000000,72.030000,13.640000,0.960000,21.130000,24.010000,0.970000,0.000000,37.100000,0.000000,163.510000,48.020000,8.930000,96.040000,0.000000,24.010000,0.000000,1.920000,0.610000,1.580000,2.880000,18.510000,10.560000,0,0,0,2021.13

82,20:15-20:30,240.100000,0.870000,24.010000,48.020000,0.000000,14.480000,15.080000,0.670000,0.000000,96.040000,96.040000,96.040000,0.000000,43.220000,37.100000,48.020000,25.950000,0.000000,48.020000,0.870000,66.450000,23.930000,6.130000,48.020000,24.010000,4.800000,0.000000,47.500000,0.360000,0.000000,12.370000,0.000000,0.520000,37.100000,0.480000,0.860000,0.000000,32.000000,33.610000,0.000000,83.730000,0.000000,90.280000,0.000000,96.040000,32.000000,0.000000,72.030000,13.640000,0.960000,21.130000,24.010000,0.970000,0.000000,37.100000,0.000000,163.510000,48.020000,8.930000,96.040000,0.000000,24.010000,0.000000,1.920000,0.610000,1.580000,2.880000,18.170000,10.560000,0,0,0,2020.79

83,20:30-20:45,240.100000,0.870000,24.010000,48.020000,0.000000,14.480000,15.080000,0.670000,0.000000,96.040000,96.040000,96.040000,0.000000,43.220000,37.100000,48.020000,25.950000,0.000000,48.020000,0.870000,66.450000,23.930000,6.130000,48.020000,24.010000,4.800000,0.000000,47.500000,0.360000,0.000000,12.370000,0.000000,0.520000,37.100000,0.480000,0.860000,0.000000,32.000000,33.610000,0.000000,83.730000,0.000000,90.280000,0.000000,96.040000,32.000000,0.000000,72.030000,13.640000,0.960000,21.130000,24.010000,0.970000,0.000000,37.100000,0.000000,163.510000,48.020000,8.930000,96.040000,0.000000,24.010000,0.000000,1.920000,0.610000,1.580000,2.880000,18.140000,10.560000,0,0,0,2020.76

84,20:45-21:00,240.100000,0.870000,24.010000,48.020000,0.000000,14.480000,15.080000,0.670000,0.000000,96.040000,96.040000,96.040000,0.000000,43.220000,37.100000,48.020000,25.950000,0.000000,48.020000,0.870000,66.450000,23.930000,6.130000,48.020000,24.010000,4.800000,0.000000,47.500000,0.360000,0.000000,12.370000,0.000000,0.520000,37.100000,0.480000,0.860000,0.000000,32.000000,33.610000,0.000000,83.730000,0.000000,90.280000,0.000000,96.040000,32.000000,0.000000,72.030000,13.640000,0.960000,21.130000,24.010000,0.970000,0.000000,37.100000,0.000000,163.510000,48.020000,8.930000,96.040000,0.000000,24.010000,0.000000,1.920000,0.610000,1.580000,2.880000,18.880000,10.560000,0,0,0,2021.5

85,21:00-21:15,240.100000,0.870000,24.010000,48.020000,0.000000,14.480000,15.080000,0.670000,0.000000,96.040000,96.040000,96.040000,0.000000,43.220000,37.100000,48.020000,25.950000,38.420000,48.020000,0.870000,66.450000,23.930000,6.130000,48.020000,24.010000,4.800000,0.000000,47.500000,0.360000,0.000000,12.370000,0.000000,0.520000,37.100000,0.480000,0.860000,0.000000,32.000000,33.610000,0.000000,83.730000,0.000000,90.280000,0.000000,96.040000,32.000000,0.000000,72.030000,13.640000,0.960000,21.130000,24.010000,0.970000,0.000000,37.100000,0.000000,163.510000,48.020000,8.930000,96.040000,0.000000,24.010000,0.000000,1.920000,0.610000,1.580000,2.880000,16.500000,10.560000,0,0,0,2057.54

86,21:15-21:30,240.100000,0.870000,24.010000,48.020000,0.000000,14.480000,15.080000,0.670000,0.000000,96.040000,96.040000,96.040000,0.000000,43.220000,37.100000,48.020000,25.950000,38.420000,48.020000,0.870000,66.450000,23.930000,6.130000,48.020000,24.010000,4.800000,0.000000,47.500000,0.360000,0.000000,12.370000,0.000000,0.520000,37.100000,0.480000,0.860000,0.000000,32.000000,33.610000,0.000000,83.730000,0.000000,90.280000,0.000000,96.040000,32.000000,0.000000,72.030000,13.640000,0.960000,21.130000,24.010000,0.970000,0.000000,37.100000,0.000000,163.510000,48.020000,8.930000,96.040000,0.000000,24.010000,0.000000,1.920000,0.610000,1.580000,2.880000,15.750000,10.560000,0,0,0,2056.79

87,21:30-21:45,240.100000,0.870000,24.010000,48.020000,0.000000,14.480000,15.080000,0.670000,0.000000,96.040000,96.040000,96.040000,0.000000,43.220000,37.100000,48.020000,25.950000,38.420000,48.020000,0.870000,66.450000,23.930000,6.130000,48.020000,24.010000,4.800000,0.000000,47.500000,0.360000,0.000000,12.370000,0.000000,0.520000,37.100000,0.480000,0.860000,0.000000,32.000000,33.610000,0.000000,83.730000,0.000000,90.280000,0.000000,96.040000,32.000000,0.000000,72.030000,13.640000,0.000000,21.130000,24.010000,0.970000,0.000000,37.100000,0.000000,163.510000,48.020000,8.930000,96.040000,0.000000,24.010000,0.000000,1.920000,0.610000,1.580000,2.880000,16.510000,10.560000,0,0,0,2056.59

88,21:45-22:00,240.100000,0.870000,24.010000,48.020000,0.000000,14.480000,15.080000,0.670000,0.000000,96.040000,96.040000,96.040000,0.000000,43.220000,37.100000,48.020000,25.950000,38.420000,48.020000,0.870000,66.450000,23.930000,6.130000,48.020000,24.010000,4.800000,0.000000,47.500000,0.360000,0.000000,12.370000,0.000000,0.520000,37.100000,0.480000,0.860000,0.000000,32.000000,33.610000,0.000000,83.730000,0.000000,90.280000,0.000000,96.040000,32.000000,0.000000,72.030000,13.640000,0.000000,21.130000,24.010000,0.970000,0.000000,37.100000,0.000000,163.510000,48.020000,8.930000,96.040000,0.000000,24.010000,0.000000,1.920000,0.610000,1.580000,2.880000,15.910000,10.560000,0,0,0,2055.99

89,22:00-22:15,240.100000,0.870000,24.010000,48.020000,0.000000,14.480000,15.080000,0.670000,0.000000,96.040000,96.040000,96.040000,0.000000,43.220000,37.100000,48.020000,25.950000,38.420000,48.020000,0.870000,66.450000,23.930000,6.130000,48.020000,24.010000,4.800000,0.000000,47.500000,0.360000,0.000000,12.370000,0.000000,0.520000,37.100000,0.480000,0.860000,0.000000,32.000000,33.610000,18.010000,83.730000,0.000000,90.280000,6.000000,96.040000,32.000000,0.000000,72.030000,13.640000,0.960000,21.130000,24.010000,0.970000,0.000000,37.100000,0.000000,163.510000,48.020000,8.930000,96.040000,0.000000,24.010000,12.150000,1.920000,0.610000,1.580000,2.880000,11.680000,9.600000,0,0,0,2087.92

90,22:15-22:30,240.100000,0.870000,24.010000,48.020000,0.000000,14.480000,15.080000,0.670000,0.000000,96.040000,96.040000,96.040000,0.000000,43.220000,37.100000,48.020000,25.950000,38.420000,48.020000,0.870000,66.450000,23.930000,6.130000,48.020000,24.010000,4.800000,0.000000,47.500000,0.360000,0.000000,12.370000,0.000000,0.520000,37.100000,0.480000,0.860000,0.000000,32.000000,33.610000,18.010000,83.730000,0.000000,90.280000,6.000000,96.040000,32.000000,0.000000,72.030000,13.640000,0.960000,21.130000,24.010000,0.970000,0.000000,37.100000,0.000000,163.510000,48.020000,8.930000,96.040000,0.000000,24.010000,12.150000,1.920000,0.610000,1.580000,2.880000,9.730000,9.600000,0,0,0,2085.97

91,22:30-22:45,240.100000,0.870000,24.010000,48.020000,0.000000,14.480000,15.080000,0.670000,0.000000,96.040000,96.040000,96.040000,0.000000,67.230000,37.100000,48.020000,25.950000,38.420000,48.020000,0.870000,66.450000,23.930000,6.130000,48.020000,24.010000,4.800000,0.000000,47.500000,0.360000,0.000000,12.370000,0.000000,0.520000,37.100000,0.480000,0.860000,0.000000,32.000000,33.610000,18.010000,83.730000,0.000000,90.280000,6.000000,96.040000,32.000000,0.000000,72.030000,13.640000,0.960000,21.130000,24.010000,0.970000,0.000000,37.100000,0.000000,163.510000,48.020000,8.930000,96.040000,0.000000,24.010000,12.150000,1.920000,0.610000,1.580000,2.880000,68.480000,9.600000,0,0,0,2168.73

92,22:45-23:00,240.100000,0.870000,24.010000,48.020000,0.000000,14.480000,15.080000,0.670000,0.000000,96.040000,96.040000,96.040000,0.000000,67.230000,37.100000,48.020000,25.950000,38.420000,48.020000,0.870000,66.450000,23.930000,6.130000,48.020000,24.010000,4.800000,0.000000,47.500000,0.360000,0.000000,12.370000,0.000000,0.520000,37.100000,0.480000,0.860000,0.000000,32.000000,33.610000,18.010000,83.730000,0.000000,90.280000,6.000000,96.040000,32.000000,0.000000,72.030000,13.640000,0.960000,21.130000,24.010000,0.970000,0.000000,37.100000,0.000000,163.510000,48.020000,8.930000,96.040000,0.000000,24.010000,12.150000,1.920000,0.610000,1.580000,2.880000,64.880000,9.600000,0,0,0,2165.13

