Time,Block,NR/01072024/31072024/NDMC/D-55/EE(POWER)2024,NR/2024/21173/A/27629,NR/2024/21062/A/27870,NR/2024/21087/A/27630,NR/2024/21113/A/27894,NR/2024/21339/A/27597,NR/05072024/31072024/1000011449-JITPL-BRPL(DISCOM),NR/01072024/31072024/R2,NR/2024/21141/A/27766,NR/2024/21655/C,NR/2024/21679/C,NR/01072024/31072024/	NR/01072024/31072024/TataPower-DDL/PMG/MSEDCL/Banking/12112023,NR/2024/21683/C,NR/2024/21160/A/27641,NR/01072024/31072024/NDMC/D-54/EE(POWER)2024,NR/2024/20711/A/27941,NR/2024/21103/A/28015,NR/2024/21023/A/27611,NR/2024/21152/A/27559,NR/2024/21651/C,NR/2024/21158/A/27642,NR/2024/21227/A/27879,NR/2024/20931/A/27821,NR/16072024/31072024/NR/16072024/31072024/717758,NR/01102023/23072042/L_NR_2012_04,NR/2024/21688/C,NR/2024/20966/A/27560,NR/2024/21076/A/27909,NR/2024/21567/A/27893,NR/2024/21686/C,NR/2024/21099/A/27600,NR/19072024/19072024/HPX-TAMCTG-180724-01742,NR/01072024/31072024/Chanju/TPDDL/Jul01072024,NR/2024/21150/A/27636,NR/2024/21108/A/27878,NR/2024/21072/A/27896,NR/2024/21144/A/27786,NR/2024/21186/A/27905,NR/2024/21146/A/27637,NR/01072024/31072024/IIPL/JPL(TM)-BRPL/BRPLT-169/24-25/02,NR/2024/21142/A/27599,NR/2024/21496/A/27882,NR/2024/21654/C,NR/19072024/19072024/HPX-TAMCTG-180724-01739,NR/01072024/31072024/APPCPL/180/F25/TGNA/3250,NR/2024/21153/A/27638,NR/2024/21183/A/27910,NR/30092023/26122029/SH-06,NR/01102023/25122043/GNA_MEJA_DELHI,NR/2024/21159/A/27634,NR/2024/21148/A/27635,NR/2024/21238/A/27916,NR/2024/21210/A/27598,NR/01072024/31072024/IIPL/JPL(SH)-BRPL/BRPL T-249/24-25/1,NR/19072024/19072024/IEX-240718-01592,NR/2024/20573/A/27845,NR/2024/21075/A/27913,NR/2024/20688/A/27631,NR/2024/20574/A/27849,NR/2024/21089/A/27895,NR/2024/21096/A/27883,NR/2024/19779/A/27590,NR/2024/21671/C,NR/30092023/31122025/SH-07,NR/2024/21500/A/27480,NR/2024/21199/A/27610,NR/2024/21156/A/27640,Total
63,15:30-15:45,15.080000,24.010000,24.010000,24.010000,37.100000,96.040000,0.000000,0.000000,0.000000,163.510000,0.000000,0.000000,0.000000,0.970000,12.370000,96.040000,83.730000,96.040000,1.920000,240.100000,0.670000,0.000000,48.020000,0.000000,0.000000,1.920000,4.800000,90.280000,6.130000,0.000000,24.010000,0.000000,12.200000,0.870000,23.930000,37.100000,0.480000,48.020000,0.360000,0.000000,48.020000,0.000000,2.18,0.000000,0.000000,1.580000,21.130000,23.470000,0.000000,0.870000,0.520000,2.880000,48.020000,0.000000,0.000000,0.000000,11.670000,66.450000,0.000000,37.100000,24.010000,0.960000,0.000000,23.470000,10.560000,72.030000,0.610000,1609.25

64,15:45-16:00,15.080000,24.010000,24.010000,24.010000,37.100000,96.040000,0.000000,0.000000,0.000000,163.510000,0.000000,0.000000,0.000000,0.970000,12.370000,96.040000,83.730000,96.040000,1.920000,240.100000,0.670000,0.000000,48.020000,0.000000,0.000000,1.920000,4.800000,90.280000,6.130000,0.000000,24.010000,0.000000,12.200000,0.870000,23.930000,37.100000,0.480000,48.020000,0.360000,0.000000,48.020000,0.000000,2.67,0.000000,0.000000,1.580000,21.130000,23.470000,0.000000,0.870000,0.520000,2.880000,48.020000,0.000000,0.000000,0.000000,11.670000,66.450000,0.000000,37.100000,24.010000,0.960000,0.000000,23.470000,10.560000,72.030000,0.610000,1609.74

65,16:00-16:15,15.080000,24.010000,24.010000,24.010000,37.100000,96.040000,0.000000,0.000000,0.000000,163.510000,0.000000,0.000000,0.000000,0.970000,12.370000,96.040000,83.730000,96.040000,1.920000,240.100000,0.670000,0.000000,48.020000,0.000000,0.000000,1.920000,4.800000,90.280000,6.130000,0.000000,24.010000,0.000000,10.360000,0.870000,23.930000,37.100000,0.480000,48.020000,0.360000,0.000000,48.020000,0.000000,2.51,0.000000,0.000000,1.580000,21.130000,23.470000,0.000000,0.870000,0.520000,2.880000,48.020000,0.000000,0.000000,0.000000,11.670000,66.450000,0.000000,37.100000,24.010000,0.820000,0.000000,23.470000,10.560000,72.030000,0.610000,1607.6

66,16:15-16:30,15.080000,24.010000,24.010000,24.010000,37.100000,96.040000,0.000000,0.000000,0.000000,163.510000,0.000000,0.000000,0.000000,0.970000,12.370000,96.040000,83.730000,96.040000,1.920000,240.100000,0.670000,0.000000,48.020000,0.000000,0.000000,1.920000,4.800000,90.280000,6.130000,0.000000,24.010000,0.000000,10.360000,0.870000,23.930000,37.100000,0.480000,48.020000,0.360000,0.000000,48.020000,0.000000,2.71,0.000000,0.000000,1.580000,21.130000,23.470000,0.000000,0.870000,0.520000,2.880000,48.020000,0.000000,0.000000,0.000000,11.670000,66.450000,0.000000,37.100000,24.010000,0.820000,0.000000,23.470000,10.560000,72.030000,0.610000,1607.8

67,16:30-16:45,15.080000,24.010000,24.010000,24.010000,37.100000,96.040000,0.000000,0.000000,0.000000,163.510000,0.000000,0.000000,0.000000,0.970000,12.370000,96.040000,83.730000,96.040000,1.920000,240.100000,0.670000,0.000000,48.020000,0.000000,0.000000,1.920000,4.800000,90.280000,6.130000,0.000000,24.010000,0.000000,10.360000,0.870000,23.930000,37.100000,0.480000,48.020000,0.360000,0.000000,48.020000,0.000000,2.48,0.000000,0.000000,1.580000,21.130000,23.470000,0.000000,0.870000,0.520000,2.880000,48.020000,0.000000,0.000000,0.000000,11.670000,66.450000,0.000000,37.100000,24.010000,0.820000,0.000000,23.470000,10.560000,72.030000,0.610000,1607.57

68,16:45-17:00,15.080000,24.010000,24.010000,24.010000,37.100000,96.040000,0.000000,0.000000,0.000000,163.510000,0.000000,0.000000,0.000000,0.970000,12.370000,96.040000,83.730000,96.040000,1.920000,240.100000,0.670000,0.000000,48.020000,0.000000,0.000000,1.920000,4.800000,90.280000,6.130000,0.000000,24.010000,0.000000,10.360000,0.870000,23.930000,37.100000,0.480000,48.020000,0.360000,0.000000,48.020000,0.000000,2.03,0.000000,0.000000,1.580000,21.130000,23.470000,0.000000,0.870000,0.520000,2.880000,48.020000,0.000000,0.000000,0.000000,11.670000,66.450000,0.000000,37.100000,24.010000,0.820000,0.000000,23.470000,10.560000,72.030000,0.610000,1607.12

69,17:00-17:15,15.080000,24.010000,24.010000,24.010000,37.100000,96.040000,0.000000,0.000000,0.000000,163.510000,0.000000,0.000000,0.000000,0.970000,12.370000,96.040000,83.730000,96.040000,1.920000,240.100000,0.670000,0.000000,48.020000,0.000000,0.000000,1.920000,4.800000,90.280000,6.130000,0.000000,24.010000,0.000000,10.360000,0.870000,23.930000,37.100000,0.480000,48.020000,0.360000,0.000000,48.020000,0.000000,2.07,0.000000,0.000000,1.580000,21.130000,21.470000,0.000000,0.870000,0.520000,2.880000,48.020000,0.000000,0.000000,0.000000,11.670000,66.450000,0.000000,37.100000,24.010000,0.820000,0.000000,21.470000,10.560000,72.030000,0.610000,1603.16

70,17:15-17:30,15.080000,24.010000,24.010000,24.010000,37.100000,96.040000,0.000000,0.000000,0.000000,163.510000,0.000000,0.000000,0.000000,0.970000,12.370000,96.040000,83.730000,96.040000,1.920000,240.100000,0.670000,0.000000,48.020000,0.000000,0.000000,1.920000,4.800000,90.280000,6.130000,0.000000,24.010000,0.000000,10.360000,0.870000,23.930000,37.100000,0.480000,48.020000,0.360000,0.000000,48.020000,0.000000,1.81,0.000000,0.000000,1.580000,21.130000,21.470000,0.000000,0.870000,0.520000,2.880000,48.020000,0.000000,0.000000,0.000000,11.670000,66.450000,0.000000,37.100000,24.010000,0.820000,0.000000,21.470000,10.560000,72.030000,0.610000,1602.9

71,17:30-17:45,15.080000,24.010000,24.010000,24.010000,37.100000,96.040000,0.000000,0.000000,0.000000,163.510000,0.000000,0.000000,0.000000,0.970000,12.370000,96.040000,83.730000,96.040000,1.920000,240.100000,0.670000,0.000000,48.020000,0.000000,0.000000,1.920000,4.800000,90.280000,6.130000,0.000000,24.010000,0.000000,10.360000,0.870000,23.930000,37.100000,0.480000,48.020000,0.360000,0.000000,48.020000,0.000000,1.87,0.000000,0.000000,1.580000,21.130000,21.470000,0.000000,0.870000,0.520000,2.880000,48.020000,0.000000,0.000000,0.000000,11.670000,66.450000,0.000000,37.100000,24.010000,0.820000,0.000000,21.470000,10.560000,72.030000,0.610000,1602.96

72,17:45-18:00,15.080000,24.010000,24.010000,24.010000,37.100000,96.040000,0.000000,0.000000,0.000000,163.510000,0.000000,0.000000,0.000000,0.970000,12.370000,96.040000,83.730000,96.040000,1.920000,240.100000,0.670000,0.000000,48.020000,0.000000,0.000000,1.920000,4.800000,90.280000,6.130000,0.000000,24.010000,0.000000,10.360000,0.870000,23.930000,37.100000,0.480000,48.020000,0.360000,0.000000,48.020000,0.000000,1.23,0.000000,0.000000,1.580000,21.130000,21.470000,0.000000,0.870000,0.520000,2.880000,48.020000,0.000000,0.000000,0.000000,11.670000,66.450000,0.000000,37.100000,24.010000,0.820000,0.000000,21.470000,10.560000,72.030000,0.610000,1602.32

73,18:00-18:15,15.080000,24.010000,0.000000,24.010000,37.100000,0.000000,96.040000,24.010000,47.500000,163.510000,0.000000,0.000000,0.000000,0.970000,12.370000,96.040000,83.730000,0.000000,1.920000,240.100000,0.670000,0.000000,0.000000,48.020000,0.000000,0.960000,4.800000,90.280000,6.130000,0.000000,24.010000,0.000000,13.110000,0.870000,23.930000,37.100000,0.480000,48.020000,0.360000,96.040000,48.020000,0.000000,0.85,0.000000,0.000000,1.580000,21.130000,15.170000,0.000000,0.870000,0.520000,2.880000,48.020000,72.030000,0.000000,0.000000,0.000000,66.450000,0.000000,37.100000,24.010000,0.820000,0.000000,15.170000,10.560000,0.000000,0.610000,1626.96

74,18:15-18:30,15.080000,24.010000,0.000000,24.010000,37.100000,0.000000,96.040000,24.010000,47.500000,163.510000,0.000000,0.000000,0.000000,0.970000,12.370000,96.040000,83.730000,0.000000,1.920000,240.100000,0.670000,0.000000,0.000000,48.020000,0.000000,0.960000,4.800000,90.280000,6.130000,0.000000,24.010000,0.000000,13.110000,0.870000,23.930000,37.100000,0.480000,48.020000,0.360000,96.040000,48.020000,0.000000,0.54,0.000000,0.000000,1.580000,21.130000,15.170000,0.000000,0.870000,0.520000,2.880000,48.020000,72.030000,0.000000,0.000000,0.000000,66.450000,0.000000,37.100000,24.010000,0.820000,0.000000,15.170000,10.560000,0.000000,0.610000,1626.65

75,18:30-18:45,15.080000,24.010000,0.000000,24.010000,37.100000,0.000000,96.040000,24.010000,47.500000,163.510000,0.000000,0.000000,0.000000,0.970000,12.370000,96.040000,83.730000,0.000000,1.920000,240.100000,0.670000,0.000000,0.000000,48.020000,0.000000,0.960000,4.800000,90.280000,6.130000,0.000000,24.010000,0.000000,13.110000,0.870000,23.930000,37.100000,0.480000,48.020000,0.360000,96.040000,48.020000,0.000000,0.25,0.000000,0.000000,1.580000,21.130000,0.000000,0.000000,0.870000,0.520000,2.880000,48.020000,72.030000,0.000000,0.000000,0.000000,66.450000,0.000000,37.100000,43.220000,0.820000,0.000000,32.000000,10.560000,0.000000,0.610000,1647.23

76,18:45-19:00,15.080000,24.010000,0.000000,24.010000,37.100000,0.000000,96.040000,24.010000,47.500000,163.510000,0.000000,0.000000,0.000000,0.970000,12.370000,96.040000,83.730000,0.000000,1.920000,240.100000,0.670000,0.000000,0.000000,48.020000,0.000000,0.960000,4.800000,90.280000,6.130000,0.000000,24.010000,0.000000,13.110000,0.870000,23.930000,37.100000,0.480000,48.020000,0.360000,96.040000,48.020000,0.000000,0,0.000000,0.000000,1.580000,21.130000,0.000000,0.000000,0.870000,0.520000,2.880000,48.020000,72.030000,0.000000,0.000000,0.000000,66.450000,0.000000,37.100000,43.220000,0.820000,0.000000,32.000000,10.560000,0.000000,0.610000,1646.98

77,19:00-19:15,15.080000,24.010000,0.000000,24.010000,37.100000,0.000000,96.040000,24.010000,47.500000,163.510000,20.650000,0.000000,36.020000,0.970000,12.370000,96.040000,83.730000,0.000000,1.920000,240.100000,0.670000,0.000000,0.000000,48.020000,0.000000,0.960000,4.800000,90.280000,6.130000,0.000000,24.010000,32.650000,13.570000,0.870000,23.930000,37.100000,0.480000,48.020000,0.360000,96.040000,48.020000,0.000000,0,60.890000,0.000000,1.580000,21.130000,0.000000,0.000000,0.870000,0.520000,2.880000,48.020000,72.030000,54.740000,0.000000,0.000000,66.450000,0.000000,37.100000,43.220000,0.820000,86.440000,32.000000,10.560000,0.000000,0.610000,1938.83

78,19:15-19:30,15.080000,24.010000,0.000000,24.010000,37.100000,0.000000,96.040000,24.010000,47.500000,163.510000,20.650000,0.000000,36.210000,0.970000,12.370000,96.040000,83.730000,0.000000,1.920000,240.100000,0.670000,0.000000,0.000000,48.020000,0.000000,0.960000,4.800000,90.280000,6.130000,0.000000,24.010000,32.650000,13.570000,0.870000,23.930000,37.100000,0.480000,48.020000,0.360000,96.040000,48.020000,0.000000,0,61.750000,0.000000,1.580000,21.130000,0.000000,0.000000,0.870000,0.520000,2.880000,48.020000,72.030000,55.030000,0.000000,0.000000,66.450000,0.000000,37.100000,43.220000,0.820000,86.440000,32.000000,10.560000,0.000000,0.610000,1940.17

79,19:30-19:45,15.080000,24.010000,0.000000,24.010000,37.100000,0.000000,96.040000,24.010000,47.500000,163.510000,20.650000,0.000000,36.500000,0.970000,12.370000,96.040000,83.730000,0.000000,1.920000,240.100000,0.670000,0.000000,0.000000,48.020000,0.000000,0.960000,4.800000,90.280000,6.130000,0.000000,24.010000,32.650000,13.570000,0.870000,23.930000,37.100000,0.480000,48.020000,0.360000,96.040000,48.020000,0.000000,0,61.080000,0.000000,1.580000,21.130000,0.000000,0.000000,0.870000,0.520000,2.880000,48.020000,72.030000,55.220000,0.000000,0.000000,66.450000,0.000000,37.100000,43.220000,0.820000,86.440000,32.000000,10.560000,0.000000,0.610000,1939.98

80,19:45-20:00,15.080000,24.010000,0.000000,24.010000,37.100000,0.000000,96.040000,24.010000,47.500000,163.510000,20.650000,0.000000,36.780000,0.970000,12.370000,96.040000,83.730000,0.000000,1.920000,240.100000,0.670000,0.000000,0.000000,48.020000,0.000000,0.960000,4.800000,90.280000,6.130000,0.000000,24.010000,32.650000,13.570000,0.870000,23.930000,37.100000,0.480000,48.020000,0.360000,96.040000,48.020000,0.000000,0,62.040000,0.000000,1.580000,21.130000,0.000000,0.000000,0.870000,0.520000,2.880000,48.020000,72.030000,55.420000,0.000000,0.000000,66.450000,0.000000,37.100000,43.220000,0.820000,86.440000,32.000000,10.560000,0.000000,0.610000,1941.42

81,20:00-20:15,15.080000,24.010000,0.000000,24.010000,37.100000,0.000000,96.040000,24.010000,47.500000,163.510000,20.650000,0.000000,37.070000,0.970000,12.370000,96.040000,83.730000,0.000000,1.920000,240.100000,0.670000,0.000000,0.000000,48.020000,0.000000,0.960000,4.800000,90.280000,6.130000,0.000000,24.010000,32.650000,13.570000,0.870000,23.930000,37.100000,0.480000,48.020000,0.360000,96.040000,48.020000,0.000000,0,61.470000,0.000000,1.580000,21.130000,32.000000,0.000000,0.870000,0.520000,2.880000,48.020000,72.030000,55.510000,0.000000,0.000000,66.450000,0.000000,37.100000,43.220000,0.860000,86.440000,32.000000,10.560000,0.000000,0.610000,1973.27

82,20:15-20:30,15.080000,24.010000,0.000000,24.010000,37.100000,0.000000,96.040000,24.010000,47.500000,163.510000,20.650000,0.000000,37.550000,0.970000,12.370000,96.040000,83.730000,0.000000,1.920000,240.100000,0.670000,0.000000,0.000000,48.020000,0.000000,0.960000,4.800000,90.280000,6.130000,0.000000,24.010000,32.650000,13.570000,0.870000,23.930000,37.100000,0.480000,48.020000,0.360000,96.040000,48.020000,0.000000,0,60.700000,0.000000,1.580000,21.130000,32.000000,0.000000,0.870000,0.520000,2.880000,48.020000,72.030000,55.700000,0.000000,0.000000,66.450000,0.000000,37.100000,43.220000,0.860000,86.440000,32.000000,10.560000,0.000000,0.610000,1973.17

83,20:30-20:45,15.080000,24.010000,0.000000,24.010000,37.100000,0.000000,96.040000,24.010000,47.500000,163.510000,20.650000,0.000000,38.030000,0.970000,12.370000,96.040000,83.730000,0.000000,1.920000,240.100000,0.670000,0.000000,0.000000,48.020000,0.000000,0.000000,4.800000,90.280000,6.130000,0.000000,24.010000,32.650000,13.570000,0.870000,23.930000,37.100000,0.480000,48.020000,0.360000,96.040000,48.020000,0.000000,0,61.180000,0.000000,1.580000,21.130000,32.000000,0.000000,0.870000,0.520000,2.880000,48.020000,72.030000,55.800000,0.000000,0.000000,66.450000,0.000000,37.100000,43.220000,0.860000,86.440000,32.000000,10.560000,0.000000,0.610000,1973.27

84,20:45-21:00,15.080000,24.010000,0.000000,24.010000,37.100000,0.000000,96.040000,24.010000,47.500000,163.510000,20.650000,0.000000,38.420000,0.970000,12.370000,96.040000,83.730000,0.000000,1.920000,240.100000,0.670000,0.000000,0.000000,48.020000,0.000000,0.000000,4.800000,90.280000,6.130000,0.000000,24.010000,32.650000,13.570000,0.870000,23.930000,37.100000,0.480000,48.020000,0.360000,96.040000,48.020000,0.000000,0,61.660000,0.000000,1.580000,21.130000,32.000000,0.000000,0.870000,0.520000,2.880000,48.020000,72.030000,55.030000,0.000000,0.000000,66.450000,0.000000,37.100000,43.220000,0.860000,86.440000,32.000000,10.560000,0.000000,0.610000,1973.37

85,21:00-21:15,15.080000,24.010000,0.000000,24.010000,37.100000,0.000000,96.040000,24.010000,47.500000,163.510000,20.650000,0.000000,38.800000,0.970000,12.370000,96.040000,83.730000,0.000000,1.920000,240.100000,0.670000,0.000000,0.000000,48.020000,0.000000,0.000000,4.800000,90.280000,6.130000,38.420000,24.010000,32.650000,14.030000,0.870000,23.930000,37.100000,0.480000,48.020000,0.360000,96.040000,48.020000,0.000000,0,62.140000,0.000000,1.580000,21.130000,32.000000,0.000000,0.870000,0.520000,2.880000,48.020000,72.030000,54.170000,0.000000,0.000000,66.450000,0.000000,37.100000,43.220000,0.860000,86.440000,32.000000,10.560000,0.000000,0.610000,2012.25

86,21:15-21:30,15.080000,24.010000,0.000000,24.010000,37.100000,0.000000,96.040000,24.010000,47.500000,163.510000,20.650000,0.000000,38.700000,0.970000,12.370000,96.040000,83.730000,0.000000,1.920000,240.100000,0.670000,0.000000,0.000000,48.020000,0.000000,0.000000,4.800000,90.280000,6.130000,38.420000,24.010000,32.650000,14.030000,0.870000,23.930000,37.100000,0.480000,48.020000,0.360000,96.040000,48.020000,0.000000,0,60.890000,0.000000,1.580000,21.130000,32.000000,0.000000,0.870000,0.520000,2.880000,48.020000,72.030000,53.400000,0.000000,0.000000,66.450000,0.000000,37.100000,43.220000,0.860000,86.440000,32.000000,10.560000,0.000000,0.610000,2010.13

87,21:30-21:45,15.080000,24.010000,0.000000,24.010000,37.100000,0.000000,96.040000,24.010000,47.500000,163.510000,20.650000,0.000000,38.610000,0.970000,12.370000,96.040000,83.730000,0.000000,1.920000,240.100000,0.670000,0.000000,0.000000,48.020000,0.000000,0.000000,4.800000,90.280000,6.130000,38.420000,24.010000,32.650000,14.030000,0.870000,23.930000,37.100000,0.480000,48.020000,0.360000,96.040000,48.020000,0.000000,0,61.370000,0.000000,1.580000,21.130000,32.000000,0.000000,0.870000,0.520000,2.880000,48.020000,72.030000,52.630000,0.000000,0.000000,66.450000,0.000000,37.100000,43.220000,0.860000,86.440000,32.000000,10.560000,0.000000,0.610000,2009.75

88,21:45-22:00,15.080000,24.010000,0.000000,24.010000,37.100000,0.000000,96.040000,24.010000,47.500000,163.510000,20.650000,0.000000,38.420000,0.970000,12.370000,96.040000,83.730000,0.000000,1.920000,240.100000,0.670000,0.000000,0.000000,48.020000,0.000000,0.000000,4.800000,90.280000,6.130000,38.420000,24.010000,32.650000,14.030000,0.870000,23.930000,37.100000,0.480000,48.020000,0.360000,96.040000,48.020000,0.000000,0,61.750000,0.000000,1.580000,21.130000,32.000000,0.000000,0.870000,0.520000,2.880000,48.020000,72.030000,51.960000,0.000000,0.000000,66.450000,0.000000,37.100000,43.220000,0.860000,86.440000,32.000000,10.560000,0.000000,0.610000,2009.27

89,22:00-22:15,15.080000,24.010000,0.000000,24.010000,37.100000,0.000000,96.040000,24.010000,47.500000,163.510000,20.650000,0.000000,38.220000,0.970000,12.370000,96.040000,83.730000,0.000000,1.920000,240.100000,0.670000,12.150000,0.000000,48.020000,0.000000,0.960000,4.800000,90.280000,6.130000,38.420000,24.010000,32.650000,14.030000,0.870000,23.930000,37.100000,0.480000,48.020000,0.360000,96.040000,48.020000,0.000000,0,62.330000,0.000000,1.580000,21.130000,32.000000,0.000000,0.870000,0.520000,2.880000,48.020000,72.030000,51.290000,18.010000,0.000000,66.450000,6.000000,37.100000,43.220000,0.860000,86.440000,32.000000,9.600000,0.000000,0.610000,2045.14

90,22:15-22:30,15.080000,24.010000,0.000000,24.010000,37.100000,0.000000,96.040000,24.010000,47.500000,163.510000,20.650000,0.000000,38.320000,0.970000,12.370000,96.040000,83.730000,0.000000,1.920000,240.100000,0.670000,12.150000,0.000000,48.020000,0.000000,0.960000,4.800000,90.280000,6.130000,38.420000,24.010000,32.650000,14.030000,0.870000,23.930000,37.100000,0.480000,48.020000,0.360000,96.040000,48.020000,0.000000,0,61.180000,0.000000,1.580000,21.130000,32.000000,0.000000,0.870000,0.520000,2.880000,48.020000,72.030000,50.610000,18.010000,0.000000,66.450000,6.000000,37.100000,43.220000,0.860000,86.440000,32.000000,9.600000,0.000000,0.610000,2043.41

91,22:30-22:45,15.080000,24.010000,0.000000,24.010000,37.100000,0.000000,96.040000,24.010000,47.500000,163.510000,20.650000,0.000000,38.420000,0.970000,12.370000,96.040000,83.730000,0.000000,1.920000,240.100000,0.670000,12.150000,0.000000,48.020000,0.000000,0.960000,4.800000,90.280000,6.130000,38.420000,24.010000,32.650000,14.030000,0.870000,23.930000,37.100000,0.480000,48.020000,0.360000,96.040000,48.020000,0.000000,0,61.660000,0.000000,1.580000,21.130000,32.000000,0.000000,0.870000,0.520000,2.880000,48.020000,72.030000,50.040000,18.010000,0.000000,66.450000,6.000000,37.100000,67.230000,0.860000,86.440000,32.000000,9.600000,0.000000,0.610000,2067.43

92,22:45-23:00,15.080000,24.010000,0.000000,24.010000,37.100000,0.000000,96.040000,24.010000,47.500000,163.510000,20.650000,0.000000,38.510000,0.970000,12.370000,96.040000,83.730000,0.000000,1.920000,240.100000,0.670000,12.150000,0.000000,48.020000,0.000000,0.960000,4.800000,90.280000,6.130000,38.420000,24.010000,32.650000,14.030000,0.870000,23.930000,37.100000,0.480000,48.020000,0.360000,96.040000,48.020000,0.000000,0,62.140000,0.000000,1.580000,21.130000,32.000000,0.000000,0.870000,0.520000,2.880000,48.020000,72.030000,49.270000,18.010000,0.000000,66.450000,6.000000,37.100000,67.230000,0.860000,86.440000,32.000000,9.600000,0.000000,0.610000,2067.23

93,23:00-23:15,15.080000,24.010000,0.000000,24.010000,37.100000,0.000000,96.040000,24.010000,47.500000,163.510000,20.650000,0.000000,38.610000,0.970000,12.370000,96.040000,83.730000,0.000000,1.920000,240.100000,0.670000,12.150000,0.000000,48.020000,0.000000,0.960000,4.800000,90.280000,6.130000,38.420000,24.010000,32.650000,14.030000,0.870000,23.930000,37.100000,0.480000,48.020000,0.360000,96.040000,48.020000,0.000000,0,60.510000,0.000000,1.580000,21.130000,32.000000,0.000000,0.870000,0.520000,2.880000,48.020000,72.030000,48.690000,18.010000,0.000000,66.450000,6.000000,37.100000,67.230000,0.820000,86.440000,32.000000,8.640000,0.000000,0.610000,2064.12

94,23:15-23:30,15.080000,24.010000,0.000000,24.010000,37.100000,0.000000,96.040000,24.010000,47.500000,163.510000,20.650000,0.000000,38.610000,0.970000,12.370000,96.040000,83.730000,0.000000,1.920000,240.100000,0.670000,12.150000,0.000000,48.020000,0.000000,0.960000,4.800000,90.280000,6.130000,38.420000,24.010000,32.650000,14.030000,0.870000,23.930000,37.100000,0.480000,48.020000,0.360000,96.040000,48.020000,0.000000,0,60.790000,0.000000,1.580000,21.130000,32.000000,0.000000,0.870000,0.520000,2.880000,48.020000,72.030000,47.920000,18.010000,0.000000,66.450000,6.000000,37.100000,67.230000,0.820000,86.440000,32.000000,8.640000,0.000000,0.610000,2063.63

95,23:30-23:45,15.080000,24.010000,0.000000,24.010000,37.100000,0.000000,96.040000,24.010000,47.500000,163.510000,20.650000,0.000000,38.610000,0.970000,12.370000,96.040000,83.730000,0.000000,1.920000,240.100000,0.670000,12.150000,0.000000,48.020000,0.000000,0.960000,4.800000,90.280000,6.130000,38.420000,24.010000,32.650000,14.030000,0.870000,23.930000,37.100000,0.480000,48.020000,0.360000,96.040000,48.020000,0.000000,0,61.080000,0.000000,1.580000,21.130000,32.000000,0.000000,0.870000,0.520000,2.880000,48.020000,72.030000,47.350000,18.010000,0.000000,66.450000,6.000000,37.100000,67.230000,0.820000,86.440000,32.000000,8.640000,0.000000,0.610000,2063.35

96,23:45-24:00,15.080000,24.010000,0.000000,24.010000,37.100000,0.000000,96.040000,24.010000,47.500000,163.510000,20.650000,0.000000,38.610000,0.970000,12.370000,96.040000,83.730000,0.000000,1.920000,240.100000,0.670000,12.150000,0.000000,48.020000,0.000000,0.960000,4.800000,90.280000,6.130000,38.420000,24.010000,32.650000,14.030000,0.870000,23.930000,37.100000,0.480000,48.020000,0.360000,96.040000,48.020000,0.000000,0,61.180000,0.000000,1.580000,21.130000,32.000000,0.000000,0.870000,0.520000,2.880000,48.020000,72.030000,46.680000,18.010000,0.000000,66.450000,6.000000,37.100000,67.230000,0.820000,86.440000,32.000000,8.640000,0.000000,0.610000,2062.78

