Time,Block,NR/01072024/31072024/R2,NR/01102023/23072042/L_NR_2012_04,NR/05072024/31072024/1000011449-JITPL-BRPL(DISCOM),NR/2024/20688/A/29039,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01072024/31072024/IIPL/JPL(SH)-BRPL/BRPL T-249/24-25/1,NR/01072024/31072024/IIPL/JPL(TM)-BRPL/BRPLT-169/24-25/02,NR/27072024/27072024/IEX_240726-01729,NR/2024/21339/A/28974,NR/2024/21210/A/28978,NR/2024/20574/A/29225,NR/01072024/31072024/NDMC/D-55/EE(POWER)2024,NR/30092023/31122025/SH-07,NR/2024/21715/A/28798,NR/2024/21146/A/29021,NR/01072024/31072024/NDMC/D-54/EE(POWER)2024,NR/2024/22009/C,NR/2024/21156/A/29024,NR/30092023/26122029/SH-06,NR/01072024/31072024/	NR/01072024/31072024/TataPower-DDL/PMG/MSEDCL/Banking/12112023,NR/01072024/31072024/Chanju/TPDDL/Jul01072024,NR/2024/21141/A/28988,NR/2024/21183/A/29292,NR/2024/21199/A/29003,NR/2024/21023/A/29004,NR/2024/21108/A/29255,NR/2024/21142/A/28980,NR/01072024/31072024/APPCPL/180/F25/TGNA/3250,NR/27072024/27072024/HPX-TAMCTG-270724-01870,NR/2024/21942/C,NR/2024/21227/A/29256,NR/2024/21075/A/29294,NR/2024/21967/C,NR/16072024/31072024/NR/16072024/31072024/717758,NR/2024/20966/A/28926,NR/2024/21152/A/28925,NR/2024/21682/A/29316,NR/2024/21089/A/29240,NR/2024/22002/C,NR/2024/20573/A/29226,NR/2024/21087/A/29038,NR/2024/21096/A/29258,NR/2024/21072/A/29242,NR/2024/21144/A/29001,NR/2024/19779/A/28920,NR/2024/21148/A/29015,NR/2024/20711/A/29334,NR/2024/21103/A/29257,NR/2024/21159/A/29014,NR/2024/21076/A/29291,NR/2024/21958/C,NR/2024/21153/A/29025,NR/2024/21567/A/29238,NR/2024/21952/C,NR/2024/21173/A/29037,NR/2024/21062/A/29221,NR/2024/21099/A/28982,NR/2024/21238/A/29295,NR/2024/21158/A/29023,NR/2024/21986/C,NR/2024/20931/A/29198,NR/2024/21150/A/29020,NR/2024/21160/A/29022,NR/2024/21186/A/29252,NR/2024/21113/A/29239,NR/2024/21941/C,NR/01102023/14082046/L_NR_2021_16,NR/01102023/02012046/L_NR_2021_17,Total
63,15:30-15:45,0.000000,0.000000,0.000000,66.740000,0.000000,0.000000,0.000000,0.000000,96.460000,48.230000,0.000000,14.560000,22.970000,12.540000,0.360000,12.420000,0.000000,0.610000,22.970000,0.000000,12.700000,0.000000,21.220000,72.340000,96.460000,24.040000,48.230000,0.000000,0.000000,164.220000,0.000000,11.720000,0.000000,0.000000,4.820000,1.930000,241.150000,37.260000,0.000000,0.000000,24.120000,24.120000,37.260000,0.480000,0.960000,0.520000,96.460000,84.090000,0.880000,90.670000,0.000000,1.590000,12.420000,27.970000,24.120000,24.120000,24.120000,2.890000,0.680000,0.000000,48.230000,0.880000,0.970000,0.000000,37.260000,1.23,0,0,1599.99

64,15:45-16:00,0.000000,0.000000,0.000000,66.740000,0.000000,0.000000,0.000000,0.000000,96.460000,48.230000,0.000000,14.560000,22.970000,12.540000,0.360000,12.420000,0.000000,0.610000,22.970000,0.000000,12.700000,0.000000,21.220000,72.340000,96.460000,24.040000,48.230000,0.000000,0.000000,164.220000,0.000000,11.720000,0.000000,0.000000,4.820000,1.930000,241.150000,37.260000,0.000000,0.000000,24.120000,24.120000,37.260000,0.480000,0.960000,0.520000,96.460000,84.090000,0.880000,90.670000,0.000000,1.590000,12.420000,27.970000,24.120000,24.120000,24.120000,2.890000,0.680000,0.000000,48.230000,0.880000,0.970000,0.000000,37.260000,1.23,0,0,1599.99

65,16:00-16:15,0.000000,0.000000,0.000000,66.740000,0.000000,0.000000,0.000000,0.000000,96.460000,48.230000,0.000000,14.560000,22.970000,12.540000,0.360000,12.420000,0.000000,0.610000,22.970000,0.000000,12.700000,0.000000,21.220000,72.340000,96.460000,24.040000,48.230000,0.000000,0.000000,164.220000,0.000000,11.720000,0.000000,0.000000,4.820000,1.930000,241.150000,37.260000,0.000000,0.000000,24.120000,24.120000,37.260000,0.480000,0.820000,0.520000,96.460000,84.090000,0.880000,90.670000,0.000000,1.590000,12.420000,27.970000,24.120000,24.120000,24.120000,2.890000,0.680000,0.000000,48.230000,0.880000,0.970000,0.000000,37.260000,1.42,0,0,1600.04

66,16:15-16:30,0.000000,0.000000,0.000000,66.740000,0.000000,0.000000,0.000000,0.000000,96.460000,48.230000,0.000000,14.560000,22.970000,12.540000,0.360000,12.420000,0.000000,0.610000,22.970000,0.000000,12.700000,0.000000,21.220000,72.340000,96.460000,24.040000,48.230000,0.000000,0.000000,164.220000,0.000000,11.720000,0.000000,0.000000,4.820000,1.930000,241.150000,37.260000,0.000000,0.000000,24.120000,24.120000,37.260000,0.480000,0.820000,0.520000,96.460000,84.090000,0.880000,90.670000,0.000000,1.590000,12.420000,27.970000,24.120000,24.120000,24.120000,2.890000,0.680000,0.000000,48.230000,0.880000,0.970000,0.000000,37.260000,1.15,0,0,1599.77

67,16:30-16:45,0.000000,0.000000,0.000000,66.740000,0.000000,0.000000,0.000000,0.000000,96.460000,48.230000,0.000000,14.560000,22.970000,12.540000,0.360000,12.420000,0.000000,0.610000,22.970000,0.000000,12.700000,0.000000,21.220000,72.340000,96.460000,24.040000,48.230000,0.000000,0.000000,164.220000,0.000000,11.720000,0.000000,0.000000,4.820000,1.930000,241.150000,37.260000,0.000000,0.000000,24.120000,24.120000,37.260000,0.480000,0.820000,0.520000,96.460000,84.090000,0.880000,90.670000,0.000000,1.590000,12.420000,27.970000,24.120000,24.120000,24.120000,2.890000,0.680000,0.000000,48.230000,0.880000,0.970000,0.000000,37.260000,1.25,0,0,1599.87

68,16:45-17:00,0.000000,0.000000,0.000000,66.740000,0.000000,0.000000,0.000000,0.000000,96.460000,48.230000,0.000000,14.560000,22.970000,12.540000,0.360000,12.420000,0.000000,0.610000,22.970000,0.000000,12.700000,0.000000,21.220000,72.340000,96.460000,24.040000,48.230000,0.000000,0.000000,164.220000,0.000000,11.720000,0.000000,0.000000,4.820000,1.930000,241.150000,37.260000,0.000000,0.000000,24.120000,24.120000,37.260000,0.480000,0.820000,0.520000,96.460000,84.090000,0.880000,90.670000,0.000000,1.590000,12.420000,27.970000,24.120000,24.120000,24.120000,2.890000,0.680000,0.000000,48.230000,0.880000,0.970000,0.000000,37.260000,1.25,0,0,1599.87

69,17:00-17:15,0.000000,0.000000,0.000000,66.740000,0.000000,0.000000,0.000000,0.000000,96.460000,48.230000,0.000000,14.560000,22.970000,12.540000,0.360000,12.420000,0.000000,0.610000,22.970000,0.000000,13.170000,0.000000,21.220000,72.340000,96.460000,24.040000,48.230000,0.000000,0.000000,164.220000,0.000000,11.720000,0.000000,0.000000,4.820000,1.930000,241.150000,37.260000,0.000000,0.000000,24.120000,24.120000,37.260000,0.480000,0.820000,0.520000,96.460000,84.090000,0.880000,90.670000,0.000000,1.590000,12.420000,27.970000,24.120000,24.120000,24.120000,2.890000,0.680000,0.000000,48.230000,0.880000,0.970000,0.000000,37.260000,0.95,0,0,1600.04

70,17:15-17:30,0.000000,0.000000,0.000000,66.740000,0.000000,0.000000,0.000000,0.000000,96.460000,48.230000,0.000000,14.560000,22.970000,12.540000,0.360000,12.420000,0.000000,0.610000,22.970000,0.000000,13.170000,0.000000,21.220000,72.340000,96.460000,24.040000,48.230000,0.000000,0.000000,164.220000,0.000000,11.720000,0.000000,0.000000,4.820000,1.930000,241.150000,37.260000,0.000000,0.000000,24.120000,24.120000,37.260000,0.480000,0.820000,0.520000,96.460000,84.090000,0.880000,90.670000,0.000000,1.590000,12.420000,27.970000,24.120000,24.120000,24.120000,2.890000,0.680000,0.000000,48.230000,0.880000,0.970000,0.000000,37.260000,0.78,0,0,1599.87

71,17:30-17:45,0.000000,0.000000,0.000000,66.740000,0.000000,0.000000,0.000000,0.000000,96.460000,48.230000,0.000000,14.560000,22.970000,12.540000,0.360000,12.420000,0.000000,0.610000,22.970000,0.000000,13.170000,0.000000,21.220000,72.340000,96.460000,24.040000,48.230000,0.000000,0.000000,164.220000,0.000000,11.720000,0.000000,0.000000,4.820000,1.930000,241.150000,37.260000,0.000000,0.000000,24.120000,24.120000,37.260000,0.480000,0.820000,0.520000,96.460000,84.090000,0.880000,90.670000,0.000000,1.590000,12.420000,27.970000,24.120000,24.120000,24.120000,2.890000,0.680000,0.000000,48.230000,0.880000,0.970000,0.000000,37.260000,0.5,0,0,1599.59

72,17:45-18:00,0.000000,0.000000,0.000000,66.740000,0.000000,0.000000,0.000000,0.000000,96.460000,48.230000,0.000000,14.560000,22.970000,12.540000,0.360000,12.420000,0.000000,0.610000,22.970000,0.000000,13.170000,0.000000,21.220000,72.340000,96.460000,24.040000,48.230000,0.000000,0.000000,164.220000,0.000000,11.720000,0.000000,0.000000,4.820000,1.930000,241.150000,37.260000,0.000000,0.000000,24.120000,24.120000,37.260000,0.480000,0.820000,0.520000,96.460000,84.090000,0.880000,90.670000,0.000000,1.590000,12.420000,27.970000,24.120000,24.120000,24.120000,2.890000,0.680000,0.000000,48.230000,0.880000,0.970000,0.000000,37.260000,0.37,0,0,1599.46

73,18:00-18:15,24.120000,0.000000,96.460000,66.740000,0.000000,72.340000,96.460000,0.000000,0.000000,48.230000,0.000000,14.560000,22.970000,11.580000,0.360000,12.420000,0.000000,0.610000,22.970000,0.000000,13.170000,47.710000,21.220000,0.000000,0.000000,24.040000,48.230000,0.000000,0.000000,164.220000,0.000000,0.000000,0.000000,48.230000,4.820000,1.930000,241.150000,37.260000,0.000000,0.000000,24.120000,24.120000,37.260000,0.480000,0.820000,0.520000,96.460000,84.090000,0.880000,90.670000,0.000000,1.590000,12.420000,27.970000,24.120000,0.000000,24.120000,2.890000,0.680000,0.000000,0.000000,0.880000,0.970000,0.000000,37.260000,0.23,0,0,1634.35

74,18:15-18:30,24.120000,0.000000,96.460000,66.740000,0.000000,72.340000,96.460000,0.000000,0.000000,48.230000,0.000000,14.560000,22.970000,11.580000,0.360000,12.420000,0.000000,0.610000,22.970000,0.000000,13.170000,47.710000,21.220000,0.000000,0.000000,24.040000,48.230000,0.000000,0.000000,164.220000,0.000000,0.000000,0.000000,48.230000,4.820000,1.930000,241.150000,37.260000,0.000000,0.000000,24.120000,24.120000,37.260000,0.480000,0.820000,0.520000,96.460000,84.090000,0.880000,90.670000,0.000000,1.590000,12.420000,27.970000,24.120000,0.000000,24.120000,2.890000,0.680000,0.000000,0.000000,0.880000,0.970000,0.000000,37.260000,0.12,0,0,1634.24

75,18:30-18:45,24.120000,0.000000,96.460000,66.740000,0.000000,72.340000,96.460000,0.000000,0.000000,48.230000,0.000000,14.560000,32.000000,11.580000,0.360000,12.420000,0.000000,0.610000,13.950000,0.000000,13.170000,47.710000,21.220000,0.000000,0.000000,24.040000,48.230000,0.000000,0.000000,164.220000,0.000000,0.000000,0.000000,48.230000,4.820000,1.930000,241.150000,37.260000,0.000000,0.000000,24.120000,43.410000,37.260000,0.480000,0.820000,0.520000,96.460000,84.090000,0.880000,90.670000,0.000000,1.590000,12.420000,27.970000,24.120000,0.000000,24.120000,2.890000,0.680000,0.000000,0.000000,0.880000,0.970000,0.000000,37.260000,0,0,0,1653.42

76,18:45-19:00,24.120000,0.000000,96.460000,66.740000,0.000000,72.340000,96.460000,0.000000,0.000000,48.230000,0.000000,14.560000,32.000000,11.580000,0.360000,12.420000,0.000000,0.610000,13.950000,0.000000,13.170000,47.710000,21.220000,0.000000,0.000000,24.040000,48.230000,0.000000,0.000000,164.220000,0.000000,0.000000,0.000000,48.230000,4.820000,1.930000,241.150000,37.260000,0.000000,0.000000,24.120000,43.410000,37.260000,0.480000,0.820000,0.520000,96.460000,84.090000,0.880000,90.670000,0.000000,1.590000,12.420000,27.970000,24.120000,0.000000,24.120000,2.890000,0.680000,0.000000,0.000000,0.880000,0.970000,0.000000,37.260000,0,0,0,1653.42

77,19:00-19:15,24.120000,0.000000,96.460000,66.740000,0.000000,72.340000,96.460000,0.000000,0.000000,48.230000,0.000000,14.560000,32.000000,11.580000,0.360000,12.420000,0.000000,0.610000,1.350000,0.000000,13.170000,47.710000,21.220000,0.000000,0.000000,24.040000,48.230000,0.000000,0.000000,164.220000,0.000000,0.000000,38.580000,48.230000,4.820000,1.930000,241.150000,37.260000,144.690000,0.000000,24.120000,43.410000,37.260000,0.480000,0.820000,0.520000,96.460000,84.090000,0.880000,90.670000,96.460000,1.590000,12.420000,27.970000,24.120000,0.000000,24.120000,2.890000,0.680000,96.460000,0.000000,0.880000,0.970000,0.000000,37.260000,0,0,0,2017.01

78,19:15-19:30,24.120000,0.000000,96.460000,66.740000,0.000000,72.340000,96.460000,0.000000,0.000000,48.230000,0.000000,14.560000,32.000000,11.580000,0.360000,12.420000,0.000000,0.610000,32.000000,0.000000,13.170000,47.710000,21.220000,0.000000,0.000000,24.040000,48.230000,0.000000,0.000000,164.220000,0.000000,0.000000,38.580000,48.230000,4.820000,1.930000,241.150000,37.260000,144.690000,0.000000,24.120000,43.410000,37.260000,0.480000,0.820000,0.520000,96.460000,84.090000,0.880000,90.670000,96.460000,1.590000,12.420000,27.970000,24.120000,0.000000,24.120000,2.890000,0.680000,96.460000,0.000000,0.880000,0.970000,0.000000,37.260000,0,0,0,2047.66

79,19:30-19:45,24.120000,0.000000,96.460000,66.740000,0.000000,72.340000,96.460000,0.000000,0.000000,48.230000,0.000000,14.560000,32.000000,11.580000,0.360000,12.420000,0.000000,0.610000,32.000000,0.000000,13.170000,47.710000,21.220000,0.000000,0.000000,24.040000,48.230000,0.000000,0.000000,164.220000,0.000000,0.000000,38.580000,48.230000,4.820000,1.930000,241.150000,37.260000,144.690000,0.000000,24.120000,43.410000,37.260000,0.480000,0.820000,0.520000,96.460000,84.090000,0.880000,90.670000,96.460000,1.590000,12.420000,27.970000,24.120000,0.000000,24.120000,2.890000,0.680000,96.460000,0.000000,0.880000,0.970000,0.000000,37.260000,0,0,0,2047.66

80,19:45-20:00,24.120000,0.000000,96.460000,66.740000,0.000000,72.340000,96.460000,0.000000,0.000000,48.230000,0.000000,14.560000,32.000000,11.580000,0.360000,12.420000,0.000000,0.610000,32.000000,0.000000,13.170000,47.710000,21.220000,0.000000,0.000000,24.040000,48.230000,0.000000,0.000000,164.220000,0.000000,0.000000,38.580000,48.230000,4.820000,1.930000,241.150000,37.260000,144.690000,0.000000,24.120000,43.410000,37.260000,0.480000,0.820000,0.520000,96.460000,84.090000,0.880000,90.670000,96.460000,1.590000,12.420000,27.970000,24.120000,0.000000,24.120000,2.890000,0.680000,96.460000,0.000000,0.880000,0.970000,0.000000,37.260000,0,0,0,2047.66

81,20:00-20:15,24.120000,0.000000,96.460000,66.740000,0.000000,72.340000,96.460000,96.460000,0.000000,48.230000,0.000000,14.560000,32.000000,11.580000,0.360000,12.420000,0.000000,0.610000,32.000000,0.000000,13.170000,47.710000,21.220000,0.000000,0.000000,24.040000,48.230000,0.000000,0.000000,164.220000,0.000000,0.000000,38.580000,48.230000,4.820000,1.930000,241.150000,37.260000,144.690000,0.000000,24.120000,43.410000,37.260000,0.480000,0.870000,0.520000,96.460000,84.090000,0.880000,90.670000,144.690000,1.590000,12.420000,27.970000,24.120000,0.000000,24.120000,2.890000,0.680000,96.460000,0.000000,0.880000,0.970000,0.000000,37.260000,0,0,0,2192.4

82,20:15-20:30,24.120000,0.000000,96.460000,66.740000,0.000000,72.340000,96.460000,96.460000,0.000000,48.230000,0.000000,14.560000,32.000000,11.580000,0.360000,12.420000,0.000000,0.610000,32.000000,0.000000,13.170000,47.710000,21.220000,0.000000,0.000000,24.040000,48.230000,0.000000,0.000000,164.220000,0.000000,0.000000,38.580000,48.230000,4.820000,1.930000,241.150000,37.260000,144.690000,0.000000,24.120000,43.410000,37.260000,0.480000,0.870000,0.520000,96.460000,84.090000,0.880000,90.670000,144.690000,1.590000,12.420000,27.970000,24.120000,0.000000,24.120000,2.890000,0.680000,96.460000,0.000000,0.880000,0.970000,0.000000,37.260000,0,0,0,2192.4

83,20:30-20:45,24.120000,0.000000,96.460000,66.740000,0.000000,72.340000,96.460000,96.460000,0.000000,48.230000,0.000000,14.560000,32.000000,10.610000,0.360000,12.420000,0.000000,0.610000,32.000000,0.000000,13.170000,47.710000,21.220000,0.000000,0.000000,24.040000,48.230000,0.000000,0.000000,164.220000,0.000000,0.000000,38.580000,48.230000,4.820000,1.930000,241.150000,37.260000,144.690000,0.000000,24.120000,43.410000,37.260000,0.480000,0.870000,0.520000,96.460000,84.090000,0.880000,90.670000,144.690000,1.590000,12.420000,27.970000,24.120000,0.000000,24.120000,2.890000,0.680000,96.460000,0.000000,0.880000,0.970000,0.000000,37.260000,0,0,0,2191.43

84,20:45-21:00,24.120000,0.000000,96.460000,66.740000,0.000000,72.340000,96.460000,96.460000,0.000000,48.230000,0.000000,14.560000,32.000000,10.610000,0.360000,12.420000,0.000000,0.610000,32.000000,0.000000,13.170000,47.710000,21.220000,0.000000,0.000000,24.040000,48.230000,0.000000,0.000000,164.220000,0.000000,0.000000,38.580000,48.230000,4.820000,1.930000,241.150000,37.260000,144.690000,0.000000,24.120000,43.410000,37.260000,0.480000,0.870000,0.520000,96.460000,84.090000,0.880000,90.670000,144.690000,1.590000,12.420000,27.970000,24.120000,0.000000,24.120000,2.890000,0.680000,96.460000,0.000000,0.880000,0.970000,0.000000,37.260000,0,0,0,2191.43

85,21:00-21:15,24.120000,0.000000,96.460000,66.740000,0.000000,72.340000,96.460000,96.460000,0.000000,48.230000,0.000000,14.560000,32.000000,10.610000,0.360000,12.420000,0.000000,0.610000,32.000000,0.000000,13.170000,47.710000,21.220000,0.000000,0.000000,24.040000,48.230000,0.000000,192.920000,164.220000,0.000000,0.000000,38.580000,48.230000,4.820000,1.930000,241.150000,37.260000,144.690000,0.000000,24.120000,43.410000,37.260000,0.480000,0.870000,0.520000,96.460000,84.090000,0.880000,90.670000,144.690000,1.590000,12.420000,27.970000,24.120000,0.000000,24.120000,2.890000,0.680000,169.150000,0.000000,0.880000,0.970000,0.000000,37.260000,0,0,0,2457.04

86,21:15-21:30,24.120000,0.000000,96.460000,66.740000,0.000000,72.340000,96.460000,96.460000,0.000000,48.230000,0.000000,14.560000,32.000000,10.610000,0.360000,12.420000,89.830000,0.610000,32.000000,0.000000,13.170000,47.710000,21.220000,0.000000,0.000000,24.040000,48.230000,0.000000,192.920000,164.220000,0.000000,0.000000,38.580000,48.230000,4.820000,1.930000,241.150000,37.260000,144.690000,0.000000,24.120000,43.410000,37.260000,0.480000,0.870000,0.520000,96.460000,84.090000,0.880000,90.670000,144.690000,1.590000,12.420000,27.970000,24.120000,0.000000,24.120000,2.890000,0.680000,192.920000,0.000000,0.880000,0.970000,0.000000,37.260000,0,0,0,2570.64

87,21:30-21:45,24.120000,0.000000,96.460000,66.740000,0.000000,72.340000,96.460000,96.460000,0.000000,48.230000,0.000000,14.560000,32.000000,10.610000,0.360000,12.420000,0.000000,0.610000,32.000000,0.000000,13.170000,47.710000,21.220000,0.000000,0.000000,24.040000,48.230000,0.000000,192.920000,164.220000,0.000000,0.000000,38.580000,48.230000,4.820000,1.930000,241.150000,37.260000,144.690000,0.000000,24.120000,43.410000,37.260000,0.480000,0.870000,0.520000,96.460000,84.090000,0.880000,90.670000,144.690000,1.590000,12.420000,27.970000,24.120000,0.000000,24.120000,2.890000,0.680000,192.920000,0.000000,0.880000,0.970000,0.000000,37.260000,0,0,0,2480.81

88,21:45-22:00,24.120000,0.000000,96.460000,66.740000,0.000000,72.340000,96.460000,96.460000,0.000000,48.230000,0.000000,14.560000,32.000000,10.610000,0.360000,12.420000,0.000000,0.610000,32.000000,0.000000,13.170000,47.710000,21.220000,0.000000,0.000000,24.040000,48.230000,0.000000,192.920000,164.220000,0.000000,0.000000,38.580000,48.230000,4.820000,1.930000,241.150000,37.260000,144.690000,0.000000,24.120000,43.410000,37.260000,0.480000,0.870000,0.520000,96.460000,84.090000,0.880000,90.670000,144.690000,1.590000,12.420000,27.970000,24.120000,0.000000,24.120000,2.890000,0.680000,192.920000,0.000000,0.880000,0.970000,0.000000,37.260000,0,0,0,2480.81

89,22:00-22:15,24.120000,0.000000,96.460000,66.740000,0.000000,72.340000,96.460000,96.460000,0.000000,48.230000,12.060000,14.560000,32.000000,10.610000,0.360000,12.420000,0.000000,0.610000,32.000000,0.000000,13.170000,47.710000,21.220000,0.000000,0.000000,24.040000,48.230000,0.000000,192.920000,164.220000,12.200000,0.000000,38.580000,48.230000,4.820000,1.930000,241.150000,37.260000,144.690000,36.170000,24.120000,43.410000,37.260000,0.480000,0.870000,0.520000,96.460000,84.090000,0.880000,90.670000,144.690000,1.590000,12.420000,27.970000,24.120000,0.000000,24.120000,2.890000,0.680000,192.920000,0.000000,0.880000,0.970000,0.000000,37.260000,0,0,0,2541.24

90,22:15-22:30,24.120000,0.000000,96.460000,66.740000,0.000000,72.340000,96.460000,96.460000,0.000000,48.230000,12.060000,14.560000,32.000000,10.610000,0.360000,12.420000,0.000000,0.610000,32.000000,0.000000,13.170000,47.710000,21.220000,0.000000,0.000000,24.040000,48.230000,0.000000,192.920000,164.220000,12.200000,0.000000,38.580000,48.230000,4.820000,1.930000,241.150000,37.260000,144.690000,36.170000,24.120000,43.410000,37.260000,0.480000,0.870000,0.520000,96.460000,84.090000,0.880000,90.670000,144.690000,1.590000,12.420000,27.970000,24.120000,0.000000,24.120000,2.890000,0.680000,192.920000,0.000000,0.880000,0.970000,0.000000,37.260000,0,0,0,2541.24

91,22:30-22:45,24.120000,0.000000,96.460000,66.740000,0.000000,72.340000,96.460000,96.460000,0.000000,48.230000,12.060000,14.560000,32.000000,10.610000,0.360000,12.420000,0.000000,0.610000,32.000000,0.000000,13.170000,47.710000,21.220000,0.000000,0.000000,24.040000,48.230000,0.000000,192.920000,164.220000,12.200000,0.000000,38.580000,48.230000,4.820000,1.930000,241.150000,37.260000,144.690000,36.170000,24.120000,67.520000,37.260000,0.480000,0.870000,0.520000,96.460000,84.090000,0.880000,90.670000,144.690000,1.590000,12.420000,27.970000,24.120000,0.000000,24.120000,2.890000,0.680000,10.050000,0.000000,0.880000,0.970000,0.000000,37.260000,0,0,0,2382.48

92,22:45-23:00,24.120000,0.000000,96.460000,66.740000,0.000000,72.340000,96.460000,96.460000,0.000000,48.230000,12.060000,14.560000,32.000000,10.610000,0.360000,12.420000,0.000000,0.610000,32.000000,0.000000,13.170000,47.710000,21.220000,0.000000,0.000000,24.040000,48.230000,0.000000,192.920000,164.220000,12.200000,0.000000,38.580000,48.230000,4.820000,1.930000,241.150000,37.260000,144.690000,36.170000,24.120000,67.520000,37.260000,0.480000,0.870000,0.520000,96.460000,84.090000,0.880000,90.670000,144.690000,1.590000,12.420000,27.970000,24.120000,0.000000,24.120000,2.890000,0.680000,0.000000,0.000000,0.880000,0.970000,0.000000,37.260000,0,0,0,2372.43

93,23:00-23:15,24.120000,0.000000,96.460000,66.740000,0.000000,72.340000,96.460000,96.460000,0.000000,48.230000,12.060000,14.560000,32.000000,9.650000,0.360000,12.420000,0.000000,0.610000,32.000000,0.000000,12.980000,47.710000,21.220000,0.000000,0.000000,24.040000,48.230000,0.000000,192.920000,164.220000,12.200000,0.000000,38.580000,48.230000,4.820000,1.930000,241.150000,37.260000,144.690000,36.170000,24.120000,67.520000,37.260000,0.480000,0.820000,0.520000,96.460000,84.090000,0.880000,90.670000,144.690000,1.590000,12.420000,27.970000,24.120000,0.000000,24.120000,2.890000,0.680000,0.000000,0.000000,0.880000,0.970000,0.000000,37.260000,0,0,0,2371.23

94,23:15-23:30,24.120000,0.000000,96.460000,66.740000,0.000000,72.340000,96.460000,96.460000,0.000000,48.230000,12.060000,14.560000,32.000000,9.650000,0.360000,12.420000,0.000000,0.610000,32.000000,0.000000,12.980000,47.710000,21.220000,0.000000,0.000000,24.040000,48.230000,0.000000,192.920000,164.220000,12.200000,0.000000,38.580000,48.230000,4.820000,1.930000,241.150000,37.260000,144.690000,36.170000,24.120000,67.520000,37.260000,0.480000,0.820000,0.520000,96.460000,84.090000,0.880000,90.670000,144.690000,1.590000,12.420000,27.970000,24.120000,0.000000,24.120000,2.890000,0.680000,0.000000,0.000000,0.880000,0.970000,0.000000,37.260000,0,0,0,2371.23

95,23:30-23:45,24.120000,0.000000,96.460000,66.740000,0.000000,72.340000,96.460000,96.460000,0.000000,48.230000,12.060000,14.560000,32.000000,9.650000,0.360000,12.420000,0.000000,0.610000,32.000000,0.000000,12.980000,47.710000,21.220000,0.000000,0.000000,24.040000,48.230000,0.000000,192.920000,164.220000,12.200000,0.000000,38.580000,48.230000,4.820000,1.930000,241.150000,37.260000,144.690000,36.170000,24.120000,67.520000,37.260000,0.480000,0.820000,0.520000,96.460000,84.090000,0.880000,90.670000,144.690000,1.590000,12.420000,27.970000,24.120000,0.000000,24.120000,2.890000,0.680000,0.000000,0.000000,0.880000,0.970000,0.000000,37.260000,0,0,0,2371.23

96,23:45-24:00,24.120000,0.000000,96.460000,66.740000,0.000000,72.340000,96.460000,96.460000,0.000000,48.230000,12.060000,14.560000,32.000000,9.650000,0.360000,12.420000,0.000000,0.610000,32.000000,0.000000,12.980000,47.710000,21.220000,0.000000,0.000000,24.040000,48.230000,0.000000,192.920000,164.220000,12.200000,0.000000,38.580000,48.230000,4.820000,1.930000,241.150000,37.260000,144.690000,36.170000,24.120000,67.520000,37.260000,0.480000,0.820000,0.520000,96.460000,84.090000,0.880000,90.670000,144.690000,1.590000,12.420000,27.970000,24.120000,0.000000,24.120000,2.890000,0.680000,0.000000,0.000000,0.880000,0.970000,0.000000,37.260000,0,0,0,2371.23

