Time,Block,NR/2023/11328/A,NR/2023/13859/A,NR/2023/13983/F,NR/2023/13283/A,NR/2023/14582/C,NR/2023/13858/A,NR/2023/14116/F,NR/2023/13573/A,NR/2023/11264/A,NR/2023/12646/A,NR/2023/11521/A,NR/2023/13704/A,NR/2023/11315/A,NR/2023/14583/C,NR/2023/14120/F,NR/2023/14114/F,NR/2023/13704/A/II,NR/2023/14187/F,NR/2023/11204/A,NR/2023/14566/D,NR/2023/11325/A,NR/2023/13983/F/II,NR/2023/13284/A,NR/2023/11470/A,NR/2023/14115/F,NR/2023/14117/F,NR/2023/11203/A,NR/2023/14136/F,NR/2023/14591/C,NR/2023/14113/F,NR/2023/11469/A,NR/2023/14569/D,NR/2023/14121/F,NR/2023/11654/A,NR/2023/14568/D,NR/2023/14119/F,NR/2023/14570/D,NR/2023/11524/A,SR/2023/6907/C,NR/2023/14118/F,ER/2023/8876/C,NR/2023/14567/D,NR/2023/14572/C,WR/2023/16980/C,NR/2023/13573/A/II,NR/2023/11954/A,NR/2023/11458/A,NR/2023/14564/D,NR/2023/11205/A,NR/2023/11739/A,NR/2023/11697/A,NR/2023/13283/A/II,NR/2023/11892/A,NR/2023/14565/D,Total
86,21:15-21:30,48.270000,178.120000,0.920000,0.000000,17.740000,77.230000,0.970000,0.000000,21.530000,0.000000,48.270000,6.760000,22.200000,0.000000,0.610000,0.520000,0.000000,3.860000,14.240000,0.000000,24.140000,0.000000,0.000000,21.240000,0.950000,0.930000,62.990000,0.000000,4.830000,0.380000,84.940000,0.000000,0.610000,257.760000,0,1.010000,193.080000,193.080000,128.00,0.870000,0.000000,0,1.930000,50.000000,43.440000,36.420000,91.710000,0,15.780000,26.240000,0.000000,0.000000,66.520000,0.000000,1748.09

87,21:30-21:45,48.270000,178.120000,0.920000,0.000000,17.740000,77.230000,0.970000,0.000000,21.530000,0.000000,48.270000,6.760000,22.200000,0.000000,0.610000,0.520000,0.000000,3.860000,14.240000,0.000000,24.140000,0.000000,0.000000,21.240000,0.950000,0.930000,62.990000,0.000000,4.830000,0.380000,84.940000,0.000000,0.610000,257.760000,0,1.010000,193.080000,193.080000,67.00,0.870000,0.000000,0,0.970000,50.000000,43.440000,36.420000,91.710000,0,15.780000,26.240000,0.000000,0.000000,66.520000,0.000000,1686.13

88,21:45-22:00,48.270000,178.120000,0.920000,0.000000,17.740000,77.230000,0.970000,0.000000,21.530000,0.000000,48.270000,6.760000,22.200000,0.000000,0.610000,0.520000,0.000000,3.860000,14.240000,0.000000,24.140000,0.000000,0.000000,21.240000,0.950000,0.930000,62.990000,0.000000,4.830000,0.380000,84.940000,0.000000,0.610000,257.760000,0,1.010000,193.080000,193.080000,40.00,0.870000,0.000000,0,0.970000,50.000000,43.440000,36.420000,91.710000,0,15.820000,26.240000,0.000000,0.000000,66.520000,0.000000,1659.17

89,22:00-22:15,48.270000,178.120000,0.590000,0.000000,17.830000,77.230000,0.970000,0.000000,21.530000,23.100000,48.270000,6.760000,22.200000,0.000000,0.610000,0.520000,0.000000,3.860000,83.020000,0.000000,24.140000,0.330000,64.870000,21.240000,0.950000,0.930000,62.990000,0.000000,4.830000,0.380000,84.940000,0.000000,0.610000,257.760000,0,1.010000,193.080000,193.080000,69.00,0.870000,0.000000,0,0.970000,50.000000,43.440000,36.420000,91.710000,0,231.800000,26.240000,27.800000,0.000000,66.520000,0.000000,2088.79

90,22:15-22:30,48.270000,178.120000,0.590000,0.000000,17.830000,77.230000,0.970000,0.000000,21.530000,23.100000,48.270000,6.760000,22.200000,0.000000,0.610000,0.520000,0.000000,3.860000,83.020000,0.000000,24.140000,0.330000,64.870000,21.240000,0.950000,0.930000,62.990000,0.000000,4.830000,0.380000,84.940000,0.000000,0.610000,257.760000,0,1.010000,193.080000,193.080000,0.00,0.870000,0.000000,0,0.970000,50.000000,43.440000,36.420000,91.710000,0,231.800000,26.240000,27.800000,0.000000,66.520000,0.000000,2019.79

91,22:30-22:45,48.270000,178.120000,0.590000,0.000000,17.830000,77.230000,0.970000,0.000000,21.530000,23.100000,48.270000,6.760000,22.200000,0.000000,0.610000,0.520000,0.000000,3.860000,83.020000,0.000000,24.140000,0.330000,64.870000,21.240000,0.950000,0.930000,62.990000,0.000000,4.830000,0.380000,84.940000,0.000000,0.610000,257.760000,0,1.010000,193.080000,193.080000,0.00,0.870000,0.000000,0,0.970000,50.000000,43.440000,36.420000,91.710000,0,231.800000,26.240000,27.800000,0.000000,66.520000,0.000000,2019.79

92,22:45-23:00,48.270000,178.120000,0.590000,0.000000,17.830000,77.230000,0.970000,0.000000,21.530000,23.100000,48.270000,6.760000,22.200000,0.000000,0.610000,0.520000,0.000000,3.860000,83.020000,0.000000,24.140000,0.330000,64.870000,21.240000,0.950000,0.930000,62.990000,0.000000,4.830000,0.380000,84.940000,0.000000,0.610000,257.760000,0,1.010000,193.080000,193.080000,0.00,0.870000,0.000000,0,0.970000,50.000000,43.440000,36.420000,91.710000,0,231.800000,26.240000,27.800000,0.000000,66.520000,0.000000,2019.79

93,23:00-23:15,48.270000,178.120000,0.000000,0.000000,17.930000,77.230000,0.970000,0.980000,21.530000,23.100000,48.270000,6.600000,22.200000,0.000000,0.610000,0.520000,0.150000,3.860000,83.020000,0.000000,24.140000,0.870000,64.870000,21.240000,0.950000,0.930000,62.990000,0.000000,4.830000,0.380000,84.940000,0.000000,0.610000,257.760000,0,1.010000,193.080000,193.080000,0.00,0.870000,0.000000,0,0.970000,0.000000,42.460000,36.420000,91.710000,0,231.800000,26.240000,27.800000,0.000000,66.520000,0.000000,1969.83

94,23:15-23:30,48.270000,178.120000,0.000000,0.000000,17.930000,77.230000,0.970000,0.980000,21.530000,23.100000,48.270000,6.600000,22.200000,0.000000,0.610000,0.520000,0.150000,3.860000,83.020000,0.000000,24.140000,0.870000,64.870000,21.240000,0.950000,0.930000,62.990000,0.000000,4.830000,0.380000,84.940000,0.000000,0.610000,257.760000,0,1.010000,193.080000,193.080000,0.00,0.870000,0.000000,0,0.970000,0.000000,42.460000,36.420000,91.710000,0,231.800000,26.240000,27.800000,0.000000,66.520000,0.000000,1969.83

95,23:30-23:45,48.270000,178.120000,0.000000,0.000000,17.930000,77.230000,0.970000,0.980000,21.530000,23.100000,48.270000,6.600000,22.200000,0.000000,0.610000,0.520000,0.150000,3.860000,83.020000,0.000000,24.140000,0.870000,64.870000,21.240000,0.950000,0.930000,62.990000,0.000000,4.830000,0.380000,84.940000,0.000000,0.610000,257.760000,0,1.010000,193.080000,193.080000,0.00,0.870000,0.000000,0,0.970000,0.000000,42.460000,36.420000,91.710000,0,231.800000,26.240000,27.800000,0.000000,66.520000,0.000000,1969.83

96,23:45-24:00,48.270000,178.120000,0.000000,0.000000,17.930000,77.230000,0.970000,0.980000,21.530000,23.100000,48.270000,6.600000,22.200000,0.000000,0.610000,0.520000,0.150000,3.860000,83.020000,0.000000,24.140000,0.870000,64.870000,21.240000,0.950000,0.930000,62.990000,0.000000,4.830000,0.380000,84.940000,0.000000,0.610000,257.760000,0,1.010000,193.080000,193.080000,0.00,0.870000,0.000000,0,0.970000,0.000000,42.460000,36.420000,91.710000,0,231.800000,26.240000,27.800000,0.000000,66.520000,0.000000,1969.83

