Time,Block,NR/01102023/14082046/L_NR_2021_16,NR/01102023/02012046/L_NR_2021_17,NR/2024/21774/C,NR/2024/21567/A/28533,NR/2024/20574/A/28527,NR/2024/21694/A/28528,NR/2024/21076/A/28572,NR/01072024/31072024/Chanju/TPDDL/Jul01072024,NR/2024/21186/A/28558,NR/2024/21156/A/28289,NR/2024/21173/A/28309,NR/2024/21146/A/28288,NR/2024/21075/A/28575,NR/2024/21802/C,NR/2024/21715/A/28274,NR/23072024/23072024/IEX_240722_01671,NR/2024/21099/A/28250,NR/2024/21142/A/28252,NR/2024/21773/C,NR/2024/21682/A/28619,NR/30092023/31122025/SH-07,NR/2024/21210/A/28253,NR/2024/20931/A/28622,NR/2024/21158/A/28293,NR/01072024/31072024/NDMC/D-55/EE(POWER)2024,NR/30092023/26122029/SH-06,NR/2024/20711/A/28620,NR/2024/21141/A/28251,NR/2024/21339/A/28255,NR/01072024/31072024/R2,NR/2024/21788/C,NR/2024/21159/A/28291,NR/2024/21096/A/28565,NR/01102023/23072042/L_NR_2012_04,NR/05072024/31072024/1000011449-JITPL-BRPL(DISCOM),NR/01072024/31072024/	NR/01072024/31072024/TataPower-DDL/PMG/MSEDCL/Banking/12112023,NR/2024/20688/A/28311,NR/01072024/31072024/NDMC/D-54/EE(POWER)2024,NR/2024/21062/A/28525,NR/2024/21152/A/28235,NR/2024/21199/A/28269,NR/2024/21113/A/28534,NR/2024/21023/A/28270,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01072024/31072024/IIPL/JPL(TM)-BRPL/BRPLT-169/24-25/02,NR/16072024/31072024/NR/16072024/31072024/717758,NR/2024/21183/A/28573,NR/2024/20573/A/28529,NR/2024/21153/A/28285,NR/2024/19779/A/28227,NR/2024/21227/A/28547,NR/01072024/31072024/IIPL/JPL(SH)-BRPL/BRPL T-249/24-25/1,NR/2024/21160/A/28290,NR/2024/21148/A/28287,NR/2024/21798/C,NR/2024/21108/A/28545,NR/2024/21087/A/28310,NR/2024/21103/A/28552,NR/2024/21150/A/28286,NR/2024/20966/A/28236,NR/2024/21238/A/28576,NR/2024/21072/A/28536,NR/2024/21089/A/28535,NR/01072024/31072024/APPCPL/180/F25/TGNA/3250,Total
68,16:45-17:00,0,0,1.85,7.230000,0.000000,0.000000,90.670000,13.170000,48.230000,0.610000,24.120000,0.360000,11.720000,0.000000,12.540000,0.000000,24.120000,48.230000,164.220000,241.150000,32.000000,48.230000,48.230000,0.680000,15.140000,13.950000,96.460000,0.000000,96.460000,0.000000,0.000000,0.880000,24.120000,0.000000,0.000000,0.000000,66.740000,12.420000,24.120000,1.930000,72.340000,37.260000,96.460000,0.000000,0.000000,0.000000,21.220000,0.000000,1.590000,0.820000,0.000000,0.000000,0.970000,0.520000,0.000000,24.040000,24.120000,84.090000,0.880000,4.820000,2.890000,37.260000,37.260000,0.000000,1616.12

69,17:00-17:15,0,0,1.6,7.230000,0.000000,0.000000,90.670000,13.170000,48.230000,0.610000,24.120000,0.360000,11.720000,0.000000,12.540000,0.000000,24.120000,48.230000,164.220000,241.150000,32.000000,48.230000,48.230000,0.680000,15.140000,13.950000,96.460000,0.000000,96.460000,0.000000,0.000000,0.880000,24.120000,0.000000,0.000000,0.000000,66.740000,12.420000,24.120000,1.930000,72.340000,37.260000,96.460000,0.000000,0.000000,0.000000,21.220000,0.000000,1.590000,0.820000,0.000000,0.000000,0.970000,0.520000,0.000000,24.040000,24.120000,84.090000,0.880000,4.820000,2.890000,37.260000,37.260000,0.000000,1615.87

70,17:15-17:30,0,0,1.16,7.230000,0.000000,0.000000,90.670000,13.170000,48.230000,0.610000,24.120000,0.360000,11.720000,0.000000,12.540000,0.000000,24.120000,48.230000,164.220000,241.150000,32.000000,48.230000,48.230000,0.680000,15.140000,13.950000,96.460000,0.000000,96.460000,0.000000,0.000000,0.880000,24.120000,0.000000,0.000000,0.000000,66.740000,12.420000,24.120000,1.930000,72.340000,37.260000,96.460000,0.000000,0.000000,0.000000,21.220000,0.000000,1.590000,0.820000,0.000000,0.000000,0.970000,0.520000,0.000000,24.040000,24.120000,84.090000,0.880000,4.820000,2.890000,37.260000,37.260000,0.000000,1615.43

71,17:30-17:45,0,0,1.21,7.230000,0.000000,3.380000,90.670000,13.170000,48.230000,0.610000,24.120000,0.360000,11.720000,0.000000,12.540000,0.000000,24.120000,48.230000,164.220000,241.150000,22.970000,48.230000,48.230000,0.680000,15.140000,22.970000,96.460000,0.000000,96.460000,0.000000,0.000000,0.880000,24.120000,0.000000,0.000000,0.000000,66.740000,12.420000,24.120000,1.930000,72.340000,37.260000,96.460000,0.000000,0.000000,0.000000,21.220000,0.000000,1.590000,0.820000,0.000000,0.000000,0.970000,0.520000,0.000000,24.040000,24.120000,84.090000,0.880000,4.820000,2.890000,37.260000,37.260000,0.000000,1618.85

72,17:45-18:00,0,0,1.18,7.230000,0.000000,3.380000,90.670000,13.170000,48.230000,0.610000,24.120000,0.360000,11.720000,0.000000,12.540000,0.000000,24.120000,48.230000,164.220000,241.150000,22.970000,48.230000,48.230000,0.680000,15.140000,22.970000,96.460000,0.000000,96.460000,0.000000,0.000000,0.880000,24.120000,0.000000,0.000000,0.000000,66.740000,12.420000,24.120000,1.930000,72.340000,37.260000,96.460000,0.000000,0.000000,0.000000,21.220000,0.000000,1.590000,0.820000,0.000000,0.000000,0.970000,0.520000,0.000000,24.040000,24.120000,84.090000,0.880000,4.820000,2.890000,37.260000,37.260000,0.000000,1618.82

73,18:00-18:15,0,0,0.79,7.230000,0.000000,0.000000,90.670000,13.630000,48.230000,0.610000,24.120000,0.360000,0.000000,0.000000,11.580000,0.000000,24.120000,48.230000,164.220000,241.150000,22.970000,48.230000,0.000000,0.680000,15.140000,22.970000,96.460000,47.710000,0.000000,24.120000,0.000000,0.880000,24.120000,0.000000,96.460000,0.000000,66.740000,12.420000,0.000000,1.930000,0.000000,37.260000,0.000000,0.000000,96.460000,48.230000,21.220000,0.000000,1.590000,0.820000,0.000000,72.340000,0.970000,0.520000,0.000000,24.040000,24.120000,84.090000,0.880000,4.820000,2.890000,37.260000,37.260000,0.000000,1650.54

74,18:15-18:30,0,0,0.49,7.230000,0.000000,0.000000,90.670000,13.630000,48.230000,0.610000,24.120000,0.360000,0.000000,0.000000,11.580000,0.000000,24.120000,48.230000,164.220000,241.150000,22.970000,48.230000,0.000000,0.680000,15.140000,22.970000,96.460000,47.710000,0.000000,24.120000,0.000000,0.880000,24.120000,0.000000,96.460000,0.000000,66.740000,12.420000,0.000000,1.930000,0.000000,37.260000,0.000000,0.000000,96.460000,48.230000,21.220000,0.000000,1.590000,0.820000,0.000000,72.340000,0.970000,0.520000,0.000000,24.040000,24.120000,84.090000,0.880000,4.820000,2.890000,37.260000,37.260000,0.000000,1650.24

75,18:30-18:45,0,0,0.31,7.230000,0.000000,0.000000,90.670000,13.630000,48.230000,0.610000,24.120000,0.360000,0.000000,0.000000,11.580000,0.000000,24.120000,48.230000,164.220000,241.150000,20.970000,48.230000,0.000000,0.680000,15.140000,20.970000,96.460000,47.710000,0.000000,24.120000,0.000000,0.880000,43.410000,0.000000,96.460000,0.000000,66.740000,12.420000,0.000000,1.930000,0.000000,37.260000,0.000000,0.000000,96.460000,48.230000,21.220000,0.000000,1.590000,0.820000,0.000000,72.340000,0.970000,0.520000,0.000000,24.040000,24.120000,84.090000,0.880000,4.820000,2.890000,37.260000,37.260000,0.000000,1665.35

76,18:45-19:00,0,0,0,7.230000,0.000000,0.000000,90.670000,13.630000,48.230000,0.610000,24.120000,0.360000,0.000000,0.000000,11.580000,0.000000,24.120000,48.230000,164.220000,241.150000,20.970000,48.230000,0.000000,0.680000,15.140000,20.970000,96.460000,47.710000,0.000000,24.120000,0.000000,0.880000,43.410000,0.000000,96.460000,0.000000,66.740000,12.420000,0.000000,1.930000,0.000000,37.260000,0.000000,0.000000,96.460000,48.230000,21.220000,0.000000,1.590000,0.820000,0.000000,72.340000,0.970000,0.520000,0.000000,24.040000,24.120000,84.090000,0.880000,4.820000,2.890000,37.260000,37.260000,0.000000,1665.04

77,19:00-19:15,0,0,0,7.230000,0.000000,0.000000,90.670000,13.630000,48.230000,0.610000,24.120000,0.360000,0.000000,33.760000,11.580000,0.000000,24.120000,48.230000,164.220000,241.150000,32.000000,34.450000,0.000000,0.680000,15.140000,0.000000,96.460000,47.710000,0.000000,24.120000,0.000000,0.880000,43.410000,0.000000,96.460000,0.000000,66.740000,12.420000,0.000000,1.930000,0.000000,37.260000,0.000000,0.000000,96.460000,48.230000,21.220000,0.000000,1.590000,0.820000,0.000000,72.340000,0.970000,0.520000,96.460000,24.040000,24.120000,84.090000,0.880000,4.820000,2.890000,37.260000,37.260000,0.000000,1771.54

78,19:15-19:30,0,0,0,7.230000,0.000000,0.000000,90.670000,13.630000,48.230000,0.610000,24.120000,0.360000,0.000000,33.760000,11.580000,0.000000,24.120000,48.230000,164.220000,241.150000,32.000000,34.450000,0.000000,0.680000,15.140000,0.000000,96.460000,47.710000,0.000000,24.120000,0.000000,0.880000,43.410000,0.000000,96.460000,0.000000,66.740000,12.420000,0.000000,1.930000,0.000000,37.260000,0.000000,0.000000,96.460000,48.230000,21.220000,0.000000,1.590000,0.820000,0.000000,72.340000,0.970000,0.520000,96.460000,24.040000,24.120000,84.090000,0.880000,4.820000,2.890000,37.260000,37.260000,0.000000,1771.54

79,19:30-19:45,0,0,0,7.230000,0.000000,0.000000,90.670000,13.630000,48.230000,0.610000,24.120000,0.360000,0.000000,33.760000,11.580000,0.000000,24.120000,48.230000,164.220000,241.150000,32.000000,34.450000,0.000000,0.680000,15.140000,32.000000,96.460000,47.710000,0.000000,24.120000,0.000000,0.880000,43.410000,0.000000,96.460000,0.000000,66.740000,12.420000,0.000000,1.930000,0.000000,37.260000,0.000000,0.000000,96.460000,48.230000,21.220000,0.000000,1.590000,0.820000,0.000000,72.340000,0.970000,0.520000,96.460000,24.040000,24.120000,84.090000,0.880000,4.820000,2.890000,37.260000,37.260000,0.000000,1803.54

80,19:45-20:00,0,0,0,7.230000,0.000000,0.000000,90.670000,13.630000,48.230000,0.610000,24.120000,0.360000,0.000000,33.760000,11.580000,0.000000,24.120000,48.230000,164.220000,241.150000,32.000000,34.450000,0.000000,0.680000,15.140000,32.000000,96.460000,47.710000,0.000000,24.120000,0.000000,0.880000,43.410000,0.000000,96.460000,0.000000,66.740000,12.420000,0.000000,1.930000,0.000000,37.260000,0.000000,0.000000,96.460000,48.230000,21.220000,0.000000,1.590000,0.820000,0.000000,72.340000,0.970000,0.520000,96.460000,24.040000,24.120000,84.090000,0.880000,4.820000,2.890000,37.260000,37.260000,0.000000,1803.54

81,20:00-20:15,0,0,0,7.230000,0.000000,0.000000,90.670000,13.630000,48.230000,0.610000,24.120000,0.360000,0.000000,33.760000,11.580000,0.000000,24.120000,48.230000,164.220000,241.150000,32.000000,34.450000,0.000000,0.680000,15.140000,32.000000,96.460000,47.710000,0.000000,24.120000,0.000000,0.880000,43.410000,0.000000,96.460000,0.000000,66.740000,12.420000,0.000000,1.930000,0.000000,37.260000,0.000000,0.000000,96.460000,48.230000,21.220000,0.000000,1.590000,0.870000,0.000000,72.340000,0.970000,0.520000,96.460000,24.040000,24.120000,84.090000,0.880000,4.820000,2.890000,37.260000,37.260000,0.000000,1803.59

82,20:15-20:30,0,0,0,7.230000,0.000000,0.000000,90.670000,13.630000,48.230000,0.610000,24.120000,0.360000,0.000000,33.760000,11.580000,0.000000,24.120000,48.230000,164.220000,241.150000,32.000000,34.450000,0.000000,0.680000,15.140000,32.000000,96.460000,47.710000,0.000000,24.120000,0.000000,0.880000,43.410000,0.000000,96.460000,0.000000,66.740000,12.420000,0.000000,1.930000,0.000000,37.260000,0.000000,0.000000,96.460000,48.230000,21.220000,0.000000,1.590000,0.870000,0.000000,72.340000,0.970000,0.520000,96.460000,24.040000,24.120000,84.090000,0.880000,4.820000,2.890000,37.260000,37.260000,0.000000,1803.59

83,20:30-20:45,0,0,0,7.230000,0.000000,1.910000,90.670000,13.630000,48.230000,0.610000,24.120000,0.360000,0.000000,33.760000,10.610000,0.000000,24.120000,48.230000,164.220000,241.150000,32.000000,34.450000,0.000000,0.680000,15.140000,32.000000,96.460000,47.710000,0.000000,24.120000,0.000000,0.880000,43.410000,0.000000,96.460000,0.000000,66.740000,12.420000,0.000000,1.930000,0.000000,37.260000,0.000000,0.000000,96.460000,48.230000,21.220000,0.000000,1.590000,0.870000,0.000000,72.340000,0.970000,0.520000,96.460000,24.040000,24.120000,84.090000,0.880000,4.820000,2.890000,37.260000,37.260000,0.000000,1804.53

84,20:45-21:00,0,0,0,7.230000,0.000000,1.830000,90.670000,13.630000,48.230000,0.610000,24.120000,0.360000,0.000000,33.760000,10.610000,0.000000,24.120000,48.230000,164.220000,241.150000,32.000000,34.450000,0.000000,0.680000,15.140000,32.000000,96.460000,47.710000,0.000000,24.120000,0.000000,0.880000,43.410000,0.000000,96.460000,0.000000,66.740000,12.420000,0.000000,1.930000,0.000000,37.260000,0.000000,0.000000,96.460000,48.230000,21.220000,0.000000,1.590000,0.870000,0.000000,72.340000,0.970000,0.520000,96.460000,24.040000,24.120000,84.090000,0.880000,4.820000,2.890000,37.260000,37.260000,0.000000,1804.45

85,21:00-21:15,0,0,0,7.230000,0.000000,1.410000,90.670000,13.630000,48.230000,0.610000,24.120000,0.360000,0.000000,33.760000,10.610000,96.460000,24.120000,48.230000,164.220000,241.150000,32.000000,34.450000,0.000000,0.680000,15.140000,32.000000,96.460000,47.710000,0.000000,24.120000,0.000000,0.880000,43.410000,0.000000,96.460000,0.000000,66.740000,12.420000,0.000000,1.930000,0.000000,37.260000,0.000000,0.000000,96.460000,48.230000,21.220000,0.000000,1.590000,0.870000,0.000000,72.340000,0.970000,0.520000,96.460000,24.040000,24.120000,84.090000,0.880000,4.820000,2.890000,37.260000,37.260000,0.000000,1900.49

86,21:15-21:30,0,0,0,7.230000,0.000000,1.400000,90.670000,13.630000,48.230000,0.610000,24.120000,0.360000,0.000000,33.760000,10.610000,96.460000,24.120000,48.230000,164.220000,241.150000,32.000000,34.450000,0.000000,0.680000,15.140000,32.000000,96.460000,47.710000,0.000000,24.120000,0.000000,0.880000,43.410000,0.000000,96.460000,0.000000,66.740000,12.420000,0.000000,1.930000,0.000000,37.260000,0.000000,0.000000,96.460000,48.230000,21.220000,0.000000,1.590000,0.870000,0.000000,72.340000,0.970000,0.520000,96.460000,24.040000,24.120000,84.090000,0.880000,4.820000,2.890000,37.260000,37.260000,0.000000,1900.48

87,21:30-21:45,0,0,0,7.230000,0.000000,1.510000,90.670000,13.630000,48.230000,0.610000,24.120000,0.360000,0.000000,33.760000,10.610000,96.460000,24.120000,48.230000,164.220000,241.150000,32.000000,34.450000,0.000000,0.680000,15.140000,32.000000,96.460000,47.710000,0.000000,24.120000,0.000000,0.880000,43.410000,0.000000,96.460000,0.000000,66.740000,12.420000,0.000000,1.930000,0.000000,37.260000,0.000000,0.000000,96.460000,48.230000,21.220000,0.000000,1.590000,0.870000,0.000000,72.340000,0.970000,0.520000,96.460000,24.040000,24.120000,84.090000,0.880000,4.820000,2.890000,37.260000,37.260000,0.000000,1900.59

88,21:45-22:00,0,0,0,7.230000,0.000000,1.580000,90.670000,13.630000,48.230000,0.610000,24.120000,0.360000,0.000000,33.760000,10.610000,96.460000,24.120000,48.230000,164.220000,241.150000,32.000000,34.450000,0.000000,0.680000,15.140000,32.000000,96.460000,47.710000,0.000000,24.120000,0.000000,0.880000,43.410000,0.000000,96.460000,0.000000,66.740000,12.420000,0.000000,1.930000,0.000000,37.260000,0.000000,0.000000,96.460000,48.230000,21.220000,0.000000,1.590000,0.870000,0.000000,72.340000,0.970000,0.520000,96.460000,24.040000,24.120000,84.090000,0.880000,4.820000,2.890000,37.260000,37.260000,0.000000,1900.66

89,22:00-22:15,0,0,0,7.230000,12.060000,1.590000,90.670000,13.630000,48.230000,0.610000,24.120000,0.360000,0.000000,33.760000,10.610000,96.460000,24.120000,48.230000,164.220000,241.150000,32.000000,34.450000,0.000000,0.680000,15.140000,32.000000,96.460000,47.710000,0.000000,24.120000,96.460000,0.880000,43.410000,0.000000,96.460000,0.000000,66.740000,12.420000,0.000000,1.930000,0.000000,37.260000,0.000000,0.000000,96.460000,48.230000,21.220000,36.170000,1.590000,0.870000,12.200000,72.340000,0.970000,0.520000,96.460000,24.040000,24.120000,84.090000,0.880000,4.820000,2.890000,37.260000,37.260000,0.000000,2057.56

90,22:15-22:30,0,0,0,7.230000,12.060000,1.570000,90.670000,13.630000,48.230000,0.610000,24.120000,0.360000,0.000000,33.760000,10.610000,96.460000,24.120000,48.230000,164.220000,241.150000,32.000000,34.450000,0.000000,0.680000,15.140000,32.000000,96.460000,47.710000,0.000000,24.120000,96.460000,0.880000,43.410000,0.000000,96.460000,0.000000,66.740000,12.420000,0.000000,1.930000,0.000000,37.260000,0.000000,0.000000,96.460000,48.230000,21.220000,36.170000,1.590000,0.870000,12.200000,72.340000,0.970000,0.520000,96.460000,24.040000,24.120000,84.090000,0.880000,4.820000,2.890000,37.260000,37.260000,0.000000,2057.54

91,22:30-22:45,0,0,0,7.230000,12.060000,1.640000,90.670000,13.630000,48.230000,0.610000,24.120000,0.360000,0.000000,33.760000,10.610000,96.460000,24.120000,48.230000,164.220000,241.150000,32.000000,34.450000,0.000000,0.680000,15.140000,32.000000,96.460000,47.710000,0.000000,24.120000,96.460000,0.880000,67.520000,0.000000,96.460000,0.000000,66.740000,12.420000,0.000000,1.930000,0.000000,37.260000,0.000000,0.000000,96.460000,48.230000,21.220000,36.170000,1.590000,0.870000,12.200000,72.340000,0.970000,0.520000,96.460000,24.040000,24.120000,84.090000,0.880000,4.820000,2.890000,37.260000,37.260000,0.000000,2081.72

92,22:45-23:00,0,0,0,7.230000,12.060000,1.660000,90.670000,13.630000,48.230000,0.610000,24.120000,0.360000,0.000000,33.760000,10.610000,96.460000,24.120000,48.230000,164.220000,241.150000,32.000000,34.450000,0.000000,0.680000,15.140000,32.000000,96.460000,47.710000,0.000000,24.120000,96.460000,0.880000,67.520000,0.000000,96.460000,0.000000,66.740000,12.420000,0.000000,1.930000,0.000000,37.260000,0.000000,0.000000,96.460000,48.230000,21.220000,36.170000,1.590000,0.870000,12.200000,72.340000,0.970000,0.520000,96.460000,24.040000,24.120000,84.090000,0.880000,4.820000,2.890000,37.260000,37.260000,0.000000,2081.74

93,23:00-23:15,0,0,0,7.230000,12.060000,1.580000,90.670000,13.630000,48.230000,0.610000,24.120000,0.360000,0.000000,33.760000,9.650000,96.460000,24.120000,48.230000,164.220000,241.150000,32.000000,34.450000,0.000000,0.680000,15.140000,32.000000,96.460000,47.710000,0.000000,24.120000,96.460000,0.880000,67.520000,0.000000,96.460000,0.000000,66.740000,12.420000,0.000000,1.930000,0.000000,37.260000,0.000000,0.000000,96.460000,48.230000,21.220000,36.170000,1.590000,0.820000,12.200000,72.340000,0.970000,0.520000,96.460000,24.040000,24.120000,84.090000,0.880000,4.820000,2.890000,37.260000,37.260000,0.000000,2080.65

94,23:15-23:30,0,0,0,7.230000,12.060000,1.480000,90.670000,13.630000,48.230000,0.610000,24.120000,0.360000,0.000000,33.760000,9.650000,96.460000,24.120000,48.230000,164.220000,241.150000,32.000000,34.450000,0.000000,0.680000,15.140000,32.000000,96.460000,47.710000,0.000000,24.120000,96.460000,0.880000,67.520000,0.000000,96.460000,0.000000,66.740000,12.420000,0.000000,1.930000,0.000000,37.260000,0.000000,0.000000,96.460000,48.230000,21.220000,36.170000,1.590000,0.820000,12.200000,72.340000,0.970000,0.520000,96.460000,24.040000,24.120000,84.090000,0.880000,4.820000,2.890000,37.260000,37.260000,0.000000,2080.55

95,23:30-23:45,0,0,0,7.230000,12.060000,1.570000,90.670000,13.630000,48.230000,0.610000,24.120000,0.360000,0.000000,33.760000,9.650000,96.460000,24.120000,48.230000,164.220000,241.150000,32.000000,33.880000,0.000000,0.680000,15.140000,32.000000,96.460000,47.710000,0.000000,24.120000,96.460000,0.880000,64.960000,0.000000,96.460000,0.000000,66.740000,12.420000,0.000000,1.930000,0.000000,37.260000,0.000000,0.000000,96.460000,48.230000,21.220000,36.170000,1.590000,0.820000,12.200000,72.340000,0.970000,0.520000,96.460000,24.040000,24.120000,84.090000,0.880000,4.820000,2.790000,37.260000,37.260000,0.000000,2077.41

96,23:45-24:00,0,0,0,7.230000,12.060000,1.510000,90.670000,13.630000,48.230000,0.610000,24.120000,0.360000,0.000000,33.760000,9.650000,96.460000,24.120000,48.230000,164.220000,241.150000,32.000000,33.770000,0.000000,0.680000,15.140000,32.000000,96.460000,47.710000,0.000000,24.120000,96.460000,0.880000,64.490000,0.000000,96.460000,0.000000,66.740000,12.420000,0.000000,1.930000,0.000000,37.260000,0.000000,0.000000,96.460000,48.230000,21.220000,36.170000,1.590000,0.820000,12.200000,72.340000,0.970000,0.520000,96.460000,24.040000,24.120000,84.090000,0.880000,4.820000,2.770000,37.260000,37.260000,0.000000,2076.75

