Time,Block,NR/2023/11203/A,NR/2023/14333/D,NR/2023/14326/D,NR/2023/13858/A,NR/2023/11204/A,NR/2023/11954/A,NR/2023/14354/C,NR/2023/13859/A,NR/2023/13573/A,NR/2023/13704/A,NR/2023/13573/A/II,NR/2023/14120/F,NR/2023/13983/F,NR/2023/13283/A,NR/2023/14119/F,NR/2023/14387/C,NR/2023/14361/C,NR/2023/11521/A,NR/2023/13283/A/II,NR/2023/11697/A,NR/2023/11325/A,NR/2023/14113/F,NR/2023/14117/F,NR/2023/14121/F,NR/2023/14359/C,NR/2023/14397/C,NR/2023/11654/A,NR/2023/14346/C,NR/2023/11458/A,NR/2023/14404/C,NR/2023/14334/D,NR/2023/14400/C,NR/2023/11739/A,NR/2023/11328/A,NR/2023/11524/A,NR/2023/14335/D,NR/2023/11892/A,NR/2023/13704/A/II,NR/2023/14370/C,NR/2023/11469/A,NR/2023/14136/F,NR/2023/14187/F,NR/2023/11264/A,NR/2023/13284/A,NR/2023/14116/F,NR/2023/14330/D,NR/2023/14115/F,NR/2023/13983/F/II,NR/2023/14378/C,NR/2023/14331/D,NR/2023/14364/C,NR/2023/12646/A,NR/2023/11315/A,NR/2023/14114/F,NR/2023/11470/A,NR/2023/14350/C,NR/2023/14118/F,NR/2023/14328/D,NR/2023/11205/A,Total
79,19:30-19:45,62.990000,18.340000,45.370000,77.230000,14.240000,36.420000,0.000000,141.910000,62.750000,0.000000,0.000000,0.610000,0.920000,0.000000,1.010000,67.580000,0.000000,38.620000,0.000000,0.000000,24.140000,0.380000,0.980000,0.610000,0.000000,0.000000,257.760000,4.830000,48.270000,0,0.6,0.000000,42.470000,48.270000,154.460000,0.000000,66.520000,6.760000,0.000000,84.940000,0.000000,9.650000,21.530000,0.000000,0.970000,0,0.950000,0.000000,27.030000,1.4,164.120000,0.000000,22.200000,0.520000,21.240000,17.830000,0.980000,147.460000,15.780000,1760.64

80,19:45-20:00,62.990000,18.340000,45.370000,77.230000,14.240000,36.420000,0.000000,141.910000,62.750000,0.000000,0.000000,0.610000,0.920000,0.000000,1.010000,67.580000,0.000000,38.620000,0.000000,0.000000,24.140000,0.380000,0.980000,0.610000,0.000000,0.000000,257.760000,4.830000,48.270000,0,0,0.000000,42.470000,48.270000,154.460000,0.000000,66.520000,6.760000,0.000000,84.940000,0.000000,9.650000,21.530000,0.000000,0.970000,0,0.950000,0.000000,27.030000,0,164.120000,0.000000,22.200000,0.520000,21.240000,17.830000,0.980000,147.460000,15.780000,1758.64

81,20:00-20:15,62.990000,18.340000,45.370000,77.230000,14.240000,36.420000,0.000000,141.910000,62.750000,0.000000,0.000000,0.610000,0.920000,0.000000,1.010000,67.580000,49.240000,38.620000,0.000000,0.000000,24.140000,0.380000,0.930000,0.610000,43.440000,28.960000,257.760000,4.830000,48.270000,0,0,47.300000,42.470000,48.270000,154.460000,0.000000,66.520000,6.760000,0.000000,84.940000,0.000000,9.650000,21.530000,0.000000,0.970000,0,0.950000,0.000000,27.030000,0,91.710000,0.000000,22.200000,0.520000,21.240000,18.010000,0.870000,147.460000,15.780000,1855.19

82,20:15-20:30,62.990000,18.340000,45.370000,77.230000,14.240000,36.420000,0.000000,141.910000,62.750000,0.000000,0.000000,0.610000,0.920000,0.000000,1.010000,67.580000,49.240000,38.620000,0.000000,0.000000,24.140000,0.380000,0.930000,0.610000,69.510000,28.960000,257.760000,4.830000,48.270000,0,0,47.300000,42.470000,48.270000,154.460000,0.000000,66.520000,6.760000,0.000000,84.940000,0.000000,9.650000,21.530000,0.000000,0.970000,0,0.950000,0.000000,27.030000,0,91.710000,0.000000,22.200000,0.520000,21.240000,18.010000,0.870000,147.460000,15.780000,1881.26

83,20:30-20:45,62.990000,18.340000,45.370000,77.230000,14.240000,36.420000,0.000000,141.910000,62.750000,0.000000,0.000000,0.610000,0.920000,0.000000,1.010000,67.580000,49.240000,38.620000,0.000000,0.000000,24.140000,0.380000,0.930000,0.610000,69.510000,28.960000,257.760000,4.830000,48.270000,0,0,47.300000,42.470000,48.270000,154.460000,0.000000,66.520000,6.760000,48.270000,84.940000,0.000000,9.650000,21.530000,0.000000,0.970000,0,0.950000,0.000000,27.030000,0,91.710000,0.000000,22.200000,0.520000,21.240000,18.010000,0.870000,147.460000,15.780000,1929.53

84,20:45-21:00,62.990000,18.340000,45.370000,77.230000,14.240000,36.420000,0.000000,141.910000,62.750000,0.000000,0.000000,0.610000,0.920000,0.000000,1.010000,67.580000,49.240000,38.620000,0.000000,0.000000,24.140000,0.380000,0.930000,0.610000,69.510000,28.960000,257.760000,4.830000,48.270000,0,0,47.300000,42.470000,48.270000,154.460000,0.000000,66.520000,6.760000,48.270000,84.940000,0.000000,9.650000,21.530000,0.000000,0.970000,0,0.950000,0.000000,27.030000,0,91.710000,0.000000,22.200000,0.520000,21.240000,18.010000,0.870000,147.460000,15.780000,1929.53

85,21:00-21:15,62.990000,18.340000,45.370000,77.230000,14.240000,36.420000,0.000000,141.910000,62.750000,0.000000,0.000000,0.610000,0.920000,0.000000,1.010000,67.580000,49.240000,38.620000,0.000000,0.000000,24.140000,0.380000,0.930000,0.610000,69.510000,28.960000,257.760000,4.830000,91.710000,19.31,0,47.300000,42.470000,48.270000,154.460000,0.000000,66.520000,6.760000,48.270000,84.940000,0.000000,9.650000,21.530000,0.000000,0.970000,0,0.950000,0.000000,27.030000,0,91.710000,0.000000,22.200000,0.520000,21.240000,18.200000,0.870000,147.460000,15.780000,1992.47

86,21:15-21:30,62.990000,18.340000,45.370000,77.230000,14.240000,36.420000,0.000000,141.910000,62.750000,0.000000,0.000000,0.610000,0.920000,0.000000,1.010000,67.580000,49.240000,38.620000,0.000000,0.000000,24.140000,0.380000,0.930000,0.610000,69.510000,28.960000,257.760000,4.830000,91.710000,19.31,0,47.300000,42.470000,48.270000,154.460000,0.000000,66.520000,6.760000,48.270000,84.940000,0.000000,9.650000,21.530000,0.000000,0.970000,0,0.950000,0.000000,27.030000,0,91.710000,0.000000,22.200000,0.520000,21.240000,18.200000,0.870000,147.460000,15.780000,1992.47

87,21:30-21:45,62.990000,18.340000,45.370000,77.230000,14.240000,36.420000,0.000000,141.910000,62.750000,0.000000,0.000000,0.610000,0.920000,0.000000,1.010000,67.580000,49.240000,38.620000,0.000000,0.000000,24.140000,0.380000,0.930000,0.610000,69.510000,28.960000,257.760000,4.830000,91.710000,19.31,0,47.300000,42.470000,48.270000,154.460000,0.000000,66.520000,6.760000,48.270000,84.940000,0.000000,9.650000,21.530000,0.000000,0.970000,0,0.950000,0.000000,27.030000,0,91.710000,0.000000,22.200000,0.520000,21.240000,18.200000,0.870000,147.460000,15.780000,1992.47

88,21:45-22:00,62.990000,18.340000,45.370000,77.230000,14.240000,36.420000,0.000000,141.910000,62.750000,0.000000,0.000000,0.610000,0.920000,0.000000,1.010000,67.580000,49.240000,38.620000,0.000000,0.000000,24.140000,0.380000,0.930000,0.610000,69.510000,28.960000,257.760000,4.830000,91.710000,19.31,0,47.300000,42.470000,48.270000,154.460000,0.000000,66.520000,6.760000,48.270000,84.940000,0.000000,9.650000,21.530000,0.000000,0.970000,0,0.950000,0.000000,27.030000,0,91.710000,0.000000,22.200000,0.520000,21.240000,18.200000,0.870000,147.460000,15.820000,1992.51

89,22:00-22:15,62.990000,18.340000,45.370000,77.230000,83.020000,36.420000,0.000000,141.910000,62.750000,0.000000,0.000000,0.610000,0.490000,0.000000,1.010000,67.580000,49.240000,38.620000,0.000000,33.310000,24.140000,0.380000,0.930000,0.610000,69.510000,28.960000,257.760000,4.830000,91.710000,19.31,0,47.300000,42.470000,48.270000,154.460000,0.000000,66.520000,6.760000,48.270000,84.940000,0.000000,9.650000,21.530000,77.710000,0.970000,0,0.950000,0.420000,27.030000,0,91.710000,23.100000,22.200000,0.520000,21.240000,18.200000,0.870000,147.460000,231.800000,2411.38

90,22:15-22:30,62.990000,18.340000,45.370000,77.230000,83.020000,36.420000,0.000000,141.910000,62.750000,0.000000,0.000000,0.610000,0.490000,0.000000,1.010000,67.580000,49.240000,38.620000,0.000000,33.310000,24.140000,0.380000,0.930000,0.610000,69.510000,28.960000,257.760000,4.830000,91.710000,19.31,0,47.300000,42.470000,48.270000,154.460000,0.000000,66.520000,6.760000,48.270000,84.940000,0.000000,9.650000,21.530000,77.710000,0.970000,0,0.950000,0.420000,27.030000,0,91.710000,23.100000,22.200000,0.520000,21.240000,18.200000,0.870000,147.460000,231.800000,2411.38

91,22:30-22:45,62.990000,18.340000,45.370000,77.230000,83.020000,36.420000,0.000000,141.910000,62.750000,0.000000,0.000000,0.610000,0.490000,0.000000,1.010000,67.580000,49.240000,38.620000,0.000000,33.310000,24.140000,0.380000,0.930000,0.610000,69.510000,28.960000,257.760000,4.830000,91.710000,19.31,0,47.300000,42.470000,48.270000,154.460000,0.000000,66.520000,6.760000,48.270000,84.940000,0.000000,9.650000,21.530000,77.710000,0.970000,0,0.950000,0.420000,27.030000,0,91.710000,23.100000,22.200000,0.520000,21.240000,18.200000,0.870000,147.460000,231.800000,2411.38

92,22:45-23:00,62.990000,18.340000,45.370000,77.230000,83.020000,36.420000,0.000000,141.910000,62.750000,0.000000,0.000000,0.610000,0.490000,0.000000,1.010000,67.580000,49.240000,38.620000,0.000000,33.310000,24.140000,0.380000,0.930000,0.610000,69.510000,28.960000,257.760000,4.830000,91.710000,19.31,0,47.300000,42.470000,48.270000,154.460000,0.000000,66.520000,6.760000,48.270000,84.940000,0.000000,9.650000,21.530000,77.710000,0.970000,0,0.950000,0.420000,27.030000,0,91.710000,23.100000,22.200000,0.520000,21.240000,18.200000,0.870000,147.460000,231.800000,2411.38

93,23:00-23:15,62.990000,18.340000,45.370000,77.230000,83.020000,36.420000,0.000000,141.910000,60.710000,0.220000,2.040000,0.610000,0.000000,0.000000,1.010000,67.580000,49.240000,38.620000,0.000000,33.310000,24.140000,0.380000,0.930000,0.610000,69.510000,28.960000,257.760000,4.830000,91.710000,19.31,0,47.300000,42.470000,48.270000,154.460000,0.000000,66.520000,6.540000,48.270000,84.940000,0.000000,9.650000,21.530000,77.710000,0.970000,0,0.950000,0.870000,27.030000,0,91.710000,23.100000,22.200000,0.520000,21.240000,18.200000,0.870000,147.460000,231.800000,2411.34

94,23:15-23:30,62.990000,18.340000,45.370000,77.230000,83.020000,36.420000,0.000000,141.910000,60.710000,0.220000,2.040000,0.610000,0.000000,0.000000,1.010000,67.580000,49.240000,38.620000,0.000000,33.310000,24.140000,0.380000,0.930000,0.610000,69.510000,28.960000,257.760000,4.830000,91.710000,19.31,0,47.300000,42.470000,48.270000,154.460000,0.000000,66.520000,6.540000,48.270000,84.940000,0.000000,9.650000,21.530000,77.710000,0.970000,0,0.950000,0.870000,27.030000,0,91.710000,23.100000,22.200000,0.520000,21.240000,18.200000,0.870000,147.460000,231.800000,2411.34

95,23:30-23:45,62.990000,18.340000,45.370000,77.230000,83.020000,36.420000,0.000000,141.910000,60.710000,0.220000,2.040000,0.610000,0.000000,0.000000,1.010000,67.580000,49.240000,38.620000,0.000000,33.310000,24.140000,0.380000,0.930000,0.610000,69.510000,28.960000,257.760000,4.830000,91.710000,19.31,0,47.300000,42.470000,48.270000,154.460000,0.000000,66.520000,6.540000,48.270000,84.940000,0.000000,9.650000,21.530000,77.710000,0.970000,0,0.950000,0.870000,27.030000,0,91.710000,23.100000,22.200000,0.520000,21.240000,18.200000,0.870000,147.460000,231.800000,2411.34

96,23:45-24:00,62.990000,18.340000,45.370000,77.230000,83.020000,36.420000,0.000000,141.910000,60.710000,0.220000,2.040000,0.610000,0.000000,0.000000,1.010000,67.580000,49.240000,38.620000,0.000000,33.310000,24.140000,0.380000,0.930000,0.610000,69.510000,28.960000,257.760000,4.830000,91.710000,19.31,0,47.300000,42.470000,48.270000,154.460000,0.000000,66.520000,6.540000,48.270000,84.940000,0.000000,9.650000,21.530000,77.710000,0.970000,0,0.950000,0.870000,27.030000,0,91.710000,23.100000,22.200000,0.520000,21.240000,18.200000,0.870000,147.460000,231.800000,2411.34

